timestamps,TP9,AF7,AF8,TP10,Right AUX
1737550265.232,48.828,0.000,-48.828,547.363,0.000
1737550265.236,-61.035,-10.254,-59.570,-827.637,0.000
1737550265.240,-30.273,-11.719,-56.641,-371.094,0.000
1737550265.244,86.914,0.000,-48.340,999.512,0.000
1737550265.248,81.543,13.184,-36.133,963.379,0.000
1737550265.252,45.410,14.160,-31.250,916.016,0.000
1737550265.255,-44.434,-5.371,-32.227,-247.559,0.000
1737550265.259,-65.430,-12.695,-32.227,-533.203,0.000
1737550265.263,47.852,-2.441,-44.434,870.117,0.000
1737550265.267,57.617,-13.672,-37.598,993.164,0.000
1737550265.271,41.504,-22.461,-18.555,999.512,0.000
1737550265.275,-7.324,-10.742,-23.926,340.820,0.000
1737550265.279,-56.152,-7.324,-22.949,-80.078,0.000
1737550265.283,13.672,-6.836,-16.602,814.453,0.000
1737550265.287,42.969,-10.742,-22.949,999.512,0.000
1737550265.291,9.766,-16.113,-27.344,724.121,0.000
1737550265.295,-70.312,-17.090,-23.438,-446.777,0.000
1737550265.298,-115.234,-22.461,-18.066,-1000.000,0.000
1737550265.302,0.488,-20.508,-14.160,169.922,0.000
1737550265.306,82.520,-19.043,-17.578,999.512,0.000
1737550265.310,9.277,-21.973,-29.785,487.305,0.000
1737550265.314,-94.727,-19.043,-23.926,-771.484,0.000
1737550265.318,-111.816,-20.996,-12.695,-1000.000,0.000
1737550265.322,-1.953,-16.113,-16.602,-46.387,0.000
1737550265.326,104.492,-7.812,-20.996,999.512,0.000
1737550265.330,68.359,-23.438,-17.090,598.633,0.000
1737550265.334,-35.645,-22.949,-10.254,-631.348,0.000
1737550265.338,-82.520,-9.766,-13.184,-1000.000,0.000
1737550265.341,5.371,-17.578,-13.672,-241.211,0.000
1737550265.345,111.816,-12.207,-18.066,999.512,0.000
1737550265.349,98.145,-0.977,-17.090,730.957,0.000
1737550265.353,-2.441,-8.789,-8.301,-479.492,0.000
1737550265.357,-85.938,-10.254,-4.883,-1000.000,0.000
1737550265.361,-18.555,-5.371,-5.371,-329.590,0.000
1737550265.365,91.309,-4.395,-9.766,999.512,0.000
1737550265.369,49.316,-11.719,-12.207,738.770,0.000
1737550265.373,-64.453,-29.297,-12.207,-516.113,0.000
1737550265.377,-111.816,-27.832,-13.672,-1000.000,0.000
1737550265.380,-55.176,-10.742,-11.719,-598.145,0.000
1737550265.384,69.336,-4.395,-12.207,804.199,0.000
1737550265.388,77.148,-9.766,-15.625,810.547,0.000
1737550265.392,-27.832,-16.113,-11.230,-531.250,0.000
1737550265.396,-78.125,-24.902,-10.742,-1000.000,0.000
1737550265.400,-67.383,-29.785,-16.602,-884.766,0.000
1737550265.404,38.086,-18.555,-15.137,326.172,0.000
1737550265.408,104.980,-14.648,-20.508,999.512,0.000
1737550265.412,8.301,-20.508,-23.438,-258.301,0.000
1737550265.416,-62.500,-23.438,-21.484,-1000.000,0.000
1737550265.420,-55.664,-26.367,-18.066,-975.098,0.000
1737550265.423,42.480,-23.926,-8.301,123.535,0.000
1737550265.427,124.023,-11.230,-6.836,999.512,0.000
1737550265.431,26.855,-11.230,-13.672,-42.969,0.000
1737550265.435,-60.059,-13.184,-11.719,-1000.000,0.000
1737550265.439,-47.852,-8.789,-11.719,-887.207,0.000
1737550265.443,49.316,-13.672,-14.160,280.273,0.000
1737550265.447,111.328,-15.137,-5.371,999.512,0.000
1737550265.451,20.996,-13.184,-3.418,168.945,0.000
1737550265.455,-80.078,-18.555,-7.324,-1000.000,0.000
1737550265.459,-90.820,-19.043,-12.695,-1000.000,0.000
1737550265.462,8.301,-15.625,-18.555,116.211,0.000
1737550265.466,86.426,-11.719,-15.137,999.512,0.000
1737550265.470,44.434,-10.254,-9.766,628.906,0.000
1737550265.474,-51.758,-20.996,-14.648,-608.887,0.000
1737550265.478,-99.121,-34.180,-22.949,-1000.000,0.000
1737550265.482,-2.930,-23.438,-24.414,15.137,0.000
1737550265.486,90.820,-9.766,-17.090,999.512,0.000
1737550265.490,60.547,-11.719,-13.184,664.551,0.000
1737550265.494,-53.223,-15.137,-16.113,-554.688,0.000
1737550265.498,-129.395,-20.508,-20.508,-1000.000,0.000
1737550265.502,-27.832,-24.902,-20.996,-158.691,0.000
1737550265.505,96.680,-14.648,-24.414,999.512,0.000
1737550265.509,62.988,-16.113,-25.391,718.750,0.000
1737550265.513,-43.457,-19.531,-17.578,-478.516,0.000
1737550265.517,-101.562,-13.184,-15.137,-1000.000,0.000
1737550265.521,-13.672,-12.695,-24.414,-154.297,0.000
1737550265.525,91.797,-10.254,-25.879,999.512,0.000
1737550265.529,75.195,-14.648,-20.020,936.035,0.000
1737550265.533,-30.273,-20.020,-16.113,-104.492,0.000
1737550265.537,-121.094,-19.043,-16.113,-1000.000,0.000
1737550265.541,-62.988,-19.043,-15.137,-506.348,0.000
1737550265.545,51.270,-19.531,-11.719,882.812,0.000
1737550265.548,41.016,-18.066,-21.484,894.531,0.000
1737550265.552,-54.199,-19.531,-29.297,-338.379,0.000
1737550265.556,-109.375,-22.461,-24.414,-1000.000,0.000
1737550265.560,-76.660,-23.438,-17.578,-755.859,0.000
1737550265.564,18.066,-17.090,-11.230,557.617,0.000
1737550265.568,40.527,-16.602,-10.254,985.352,0.000
1737550265.572,-65.430,-35.645,-20.020,-264.160,0.000
1737550265.576,-131.836,-46.387,-26.367,-1000.000,0.000
1737550265.580,-93.750,-33.203,-24.902,-720.703,0.000
1737550265.584,7.812,-21.973,-21.973,557.129,0.000
1737550265.587,54.688,-14.160,-13.672,999.512,0.000
1737550265.591,-33.203,-19.531,-8.301,-47.363,0.000
1737550265.595,-122.559,-29.297,-13.672,-1000.000,0.000
1737550265.599,-117.676,-30.273,-4.883,-857.422,0.000
1737550265.603,-0.977,-25.391,4.395,345.215,0.000
