timestamps,TP9,AF7,AF8,TP10,Right AUX
1737554442.945,968.262,968.750,968.750,968.750,0.000
1737554442.948,968.262,969.238,969.238,968.750,0.000
1737554442.952,968.262,969.238,969.238,968.750,0.000
1737554442.956,968.262,969.238,969.238,969.238,0.000
1737554442.960,968.262,968.750,968.750,968.750,0.000
1737554442.964,968.262,968.750,968.750,968.750,0.000
1737554442.968,968.262,968.750,968.750,969.238,0.000
1737554442.972,968.262,968.750,968.750,969.238,0.000
1737554442.976,968.262,968.750,968.750,968.750,0.000
1737554442.980,968.262,969.238,969.238,968.750,0.000
1737554442.984,968.262,968.750,969.238,968.750,0.000
1737554442.988,968.262,968.750,968.750,968.750,0.000
1737554442.991,968.262,969.238,968.750,968.750,0.000
1737554442.995,968.262,968.750,969.238,968.750,0.000
1737554442.999,968.262,968.750,968.750,969.238,0.000
1737554443.003,968.262,969.238,968.750,968.750,0.000
1737554443.007,968.262,969.238,969.238,968.750,0.000
1737554443.011,968.262,969.238,968.750,968.750,0.000
1737554443.015,968.262,969.238,968.750,968.750,0.000
1737554443.019,968.262,969.238,968.750,968.750,0.000
1737554443.023,968.262,969.238,969.238,969.238,0.000
1737554443.027,968.262,969.238,969.238,969.238,0.000
1737554443.031,968.262,969.238,968.750,968.750,0.000
1737554443.034,968.262,969.238,969.238,968.750,0.000
1737554443.038,968.262,969.238,0.000,968.750,0.000
1737554443.042,968.262,969.238,0.000,968.750,0.000
1737554443.046,968.262,968.750,0.000,968.750,0.000
1737554443.050,968.262,968.750,0.000,968.750,0.000
1737554443.054,968.262,969.238,0.000,968.750,0.000
1737554443.058,968.262,969.238,0.000,969.238,0.000
1737554443.062,968.262,969.238,0.000,968.750,0.000
1737554443.066,968.262,968.750,0.000,968.750,0.000
1737554443.070,968.262,968.750,0.000,968.750,0.000
1737554443.073,968.262,969.238,0.000,968.750,0.000
1737554443.077,968.262,968.750,0.000,968.750,0.000
1737554443.081,968.262,969.238,0.000,968.750,0.000
1737554443.085,968.262,969.238,968.750,968.750,0.000
1737554443.089,968.262,968.750,968.750,968.750,0.000
1737554443.093,967.773,969.238,968.750,968.750,0.000
1737554443.097,968.262,968.750,968.750,969.238,0.000
1737554443.101,968.262,969.238,968.750,968.750,0.000
1737554443.105,968.262,969.238,968.750,968.750,0.000
1737554443.109,968.262,969.238,968.750,968.750,0.000
1737554443.113,968.262,969.238,968.750,968.750,0.000
1737554443.116,968.262,969.238,968.750,968.750,0.000
1737554443.120,968.262,969.238,968.750,968.750,0.000
1737554443.124,968.262,969.238,968.750,968.750,0.000
1737554443.128,968.262,969.238,968.750,968.750,0.000
1737554443.132,968.262,968.750,968.750,968.750,0.000
1737554443.136,968.262,968.750,968.750,968.750,0.000
1737554443.140,968.262,969.238,969.238,969.238,0.000
1737554443.144,968.262,968.750,969.238,969.238,0.000
1737554443.148,968.262,968.750,969.238,968.750,0.000
1737554443.152,968.262,969.238,969.238,968.750,0.000
1737554443.156,968.262,968.750,969.238,968.750,0.000
1737554443.159,968.262,969.238,969.238,968.750,0.000
1737554443.163,968.262,969.238,968.750,968.750,0.000
1737554443.167,968.262,969.238,968.750,968.750,0.000
1737554443.171,968.262,969.238,969.238,969.238,0.000
1737554443.175,968.262,969.238,968.750,969.238,0.000
1737554443.179,0.000,969.238,968.750,968.750,0.000
1737554443.183,0.000,968.750,968.750,968.750,0.000
1737554443.187,0.000,968.750,969.238,968.750,0.000
1737554443.191,0.000,969.238,969.238,968.750,0.000
1737554443.195,0.000,969.238,969.238,968.750,0.000
1737554443.198,0.000,969.238,969.238,968.750,0.000
1737554443.202,0.000,969.238,969.238,969.238,0.000
1737554443.206,0.000,968.750,968.750,969.238,0.000
1737554443.210,0.000,969.238,969.238,968.750,0.000
1737554443.214,0.000,969.238,968.750,968.750,0.000
1737554443.218,0.000,968.750,968.750,968.750,0.000
1737554443.222,0.000,968.750,968.750,968.750,0.000
1737554443.226,968.262,968.750,968.750,968.750,0.000
1737554443.230,968.262,969.238,968.750,968.750,0.000
