timestamps,TP9,AF7,AF8,TP10,Right AUX
1737554049.556,-1000.000,-10.254,-29.297,58.594,0.000
1737554049.560,-1000.000,-13.184,-43.457,17.090,0.000
1737554049.564,-1000.000,-30.273,-48.828,-118.164,0.000
1737554049.568,-1000.000,-32.715,-25.391,-3.906,0.000
1737554049.572,-1000.000,-13.184,-20.508,47.363,0.000
1737554049.576,-1000.000,-4.395,-39.062,-241.211,0.000
1737554049.580,-1000.000,-3.906,-44.434,-391.113,0.000
1737554049.584,-1000.000,-30.762,-17.090,-384.277,0.000
1737554049.587,-954.102,-44.434,4.395,-376.953,0.000
1737554049.591,-1000.000,-32.227,-27.344,-179.199,0.000
1737554049.595,-447.266,-20.020,-33.691,21.484,0.000
1737554049.599,-173.340,-2.930,-11.719,41.504,0.000
1737554049.603,-1000.000,-7.324,-15.137,96.680,0.000
1737554049.607,-937.988,-7.324,-5.859,146.973,0.000
1737554049.611,-1000.000,-18.555,-7.324,165.527,0.000
1737554049.615,-406.738,-20.996,-30.273,176.758,0.000
1737554049.619,514.648,-6.836,-35.156,192.383,0.000
1737554049.623,-742.676,-19.043,-26.367,154.785,0.000
1737554049.626,-1000.000,-38.086,-11.230,179.199,0.000
1737554049.630,-957.031,-19.531,-18.066,183.594,0.000
1737554049.634,-938.477,1.953,-43.945,251.465,0.000
1737554049.638,-855.469,-6.836,-27.832,36.621,0.000
1737554049.642,-989.258,-25.879,-15.625,-258.301,0.000
1737554049.646,-962.891,-20.508,-17.578,-301.270,0.000
1737554049.650,-1000.000,-28.320,-17.578,-162.598,0.000
1737554049.654,-8.789,-36.621,-24.414,86.914,0.000
1737554049.658,999.512,-22.949,-18.066,196.777,0.000
1737554049.662,-322.266,-27.344,-22.949,157.227,0.000
1737554049.666,-1000.000,-33.203,-17.578,-16.602,0.000
1737554049.669,-931.641,-26.367,-18.555,-73.730,0.000
1737554049.673,-1000.000,-16.113,-52.734,-2.930,0.000
1737554049.677,159.180,-14.648,-39.551,-0.488,0.000
1737554049.681,98.145,-41.504,-17.578,49.316,0.000
1737554049.685,-1000.000,-46.387,-16.602,-19.043,0.000
1737554049.689,-1000.000,-0.488,-12.695,-149.902,0.000
1737554049.693,-231.445,3.906,-15.625,-102.051,0.000
1737554049.697,999.512,-11.230,-14.648,-34.180,0.000
1737554049.701,139.160,-20.020,-20.996,-14.160,0.000
1737554049.705,-1000.000,-29.297,-18.555,18.555,0.000
1737554049.709,-980.469,-21.973,-10.742,58.594,0.000
1737554049.712,-981.445,-26.855,-40.527,-23.926,0.000
1737554049.716,402.344,-42.969,-56.641,26.855,0.000
1737554049.720,320.312,-23.926,-32.227,182.617,0.000
1737554049.724,-1000.000,-8.301,-12.695,96.191,0.000
1737554049.728,-953.125,-8.301,-12.207,4.395,0.000
1737554049.732,-1000.000,-14.648,-19.043,79.590,0.000
1737554049.736,99.609,-23.438,-22.461,127.441,0.000
1737554049.740,296.387,-29.785,-25.391,-69.824,0.000
1737554049.744,-1000.000,-32.227,-20.508,-43.945,0.000
1737554049.748,-1000.000,-27.832,-23.438,79.102,0.000
1737554049.752,-538.086,-25.391,-41.016,-26.855,0.000
1737554049.755,973.633,-14.648,-43.457,-35.156,0.000
1737554049.759,594.238,-22.949,-22.461,37.109,0.000
1737554049.763,-833.008,-30.762,-25.391,65.918,0.000
1737554049.767,-1000.000,-25.879,-20.508,16.113,0.000
1737554049.771,-773.926,-24.414,-1.953,12.207,0.000
1737554049.775,562.500,-11.230,-12.207,-45.410,0.000
1737554049.779,999.512,-16.113,-14.648,46.875,0.000
1737554049.783,-341.797,-25.391,-24.414,74.219,0.000
1737554049.787,-1000.000,-18.555,-47.363,15.625,0.000
1737554049.791,-264.648,-8.301,-42.480,-124.512,0.000
1737554049.795,991.211,0.488,-32.227,-306.152,0.000
1737554049.798,999.512,-7.324,-21.973,-280.762,0.000
1737554049.802,-123.047,-23.438,-5.859,-297.852,0.000
1737554049.806,-1000.000,-28.809,-6.836,-400.391,0.000
1737554049.810,-282.227,-28.320,-13.672,-196.777,0.000
1737554049.814,936.035,-29.297,-27.344,296.387,0.000
1737554049.818,999.512,-37.109,-25.879,316.895,0.000
1737554049.822,608.887,-30.762,-17.578,228.027,0.000
1737554049.826,-870.117,-11.230,-27.344,178.223,0.000
1737554049.830,-743.652,-12.207,-21.484,78.613,0.000
1737554049.834,688.477,-15.137,-20.020,-26.855,0.000
1737554049.837,999.512,-18.555,-38.086,53.711,0.000
1737554049.841,473.633,-30.273,-25.391,166.992,0.000
1737554049.845,-977.051,-31.250,-8.789,176.270,0.000
1737554049.849,-707.520,-24.414,-11.230,12.207,0.000
1737554049.853,688.477,-28.320,0.000,-370.605,0.000
1737554049.857,999.512,-30.273,-12.695,-391.602,0.000
1737554049.861,524.414,-5.859,-19.043,-384.766,0.000
1737554049.865,-926.270,3.418,-11.230,-312.500,0.000
1737554049.869,-811.523,4.883,-28.809,-37.598,0.000
1737554049.873,626.465,-3.418,-32.227,78.125,0.000
1737554049.877,999.512,-43.945,-22.949,113.281,0.000
1737554049.880,849.609,-59.082,-20.508,110.352,0.000
1737554049.884,-385.254,-24.414,-25.391,110.840,0.000
1737554049.888,-1000.000,0.000,-18.066,99.121,0.000
1737554049.892,172.363,-6.836,-17.578,83.984,0.000
1737554049.896,999.512,-8.301,-20.020,103.516,0.000
1737554049.900,671.387,-25.391,-6.348,-25.879,0.000
1737554049.904,-770.996,-24.414,-9.277,-166.992,0.000
1737554049.908,-945.801,-7.812,-14.160,24.414,0.000
1737554049.912,527.832,-22.949,-22.461,36.133,0.000
1737554049.916,999.512,-27.344,-25.879,74.707,0.000
1737554049.919,999.512,-20.020,-19.043,87.891,0.000
1737554049.923,209.961,-10.254,-30.273,56.641,0.000
1737554049.927,-1000.000,-6.836,-26.855,104.980,0.000
1737554049.931,-141.113,-0.488,-12.207,84.961,0.000
1737554049.935,999.512,-11.230,-20.996,64.453,0.000
1737554049.939,999.512,-19.043,-34.668,54.199,0.000
1737554049.943,167.480,-20.508,-37.109,74.707,0.000
1737554049.947,-1000.000,-30.762,-27.832,138.672,0.000
1737554049.951,-54.199,-29.785,-10.742,167.969,0.000
1737554049.955,999.512,-27.832,-5.859,192.383,0.000
1737554049.959,999.512,-17.578,-15.625,258.301,0.000
1737554049.962,207.031,-17.090,-30.273,128.418,0.000
1737554049.966,-1000.000,-12.207,-41.504,83.984,0.000
1737554049.970,-388.184,-7.812,-25.391,72.754,0.000
1737554049.974,908.691,-11.230,-16.602,-177.246,0.000
1737554049.978,999.512,-10.254,-24.414,-243.652,0.000
1737554049.982,257.812,-20.996,-30.273,-121.582,0.000
1737554049.986,-1000.000,-32.227,-27.832,76.172,0.000
1737554049.990,-193.359,-30.762,-22.949,106.934,0.000
1737554049.994,999.512,-23.926,-19.531,75.195,0.000
1737554049.998,999.512,-9.277,-15.137,-1.465,0.000
