,TP9,AF7,AF8,TP10,Right AUX,timestamps
32,-15.137,-53.223,-37.109,-38.574,-14.648,1737547318.363
33,-32.715,-38.574,-35.645,-29.785,39.551,1737547318.366
34,-49.316,-46.875,-22.949,-20.996,123.535,1737547318.370
35,-19.043,-67.871,-24.902,-14.160,66.895,1737547318.373
36,-5.859,-52.734,-41.016,-16.602,66.406,1737547318.375
37,-20.508,-47.363,-46.387,-23.438,209.473,1737547318.379
38,-29.297,-37.109,-43.945,-29.785,145.020,1737547318.382
39,-48.828,-31.250,-44.922,-26.367,106.445,1737547318.386
40,-39.551,-41.992,-34.180,-23.926,141.602,1737547318.389
41,-19.043,-44.434,-34.668,-23.438,104.980,1737547318.392
42,-39.062,-39.062,-51.758,-22.949,195.312,1737547318.396
43,-36.621,-49.316,-39.062,-19.043,156.738,1737547318.399
44,-58.105,-46.875,-25.879,-37.109,67.871,1737547318.403
45,-28.320,-43.457,-28.320,-25.391,25.879,1737547318.406
46,-36.621,-33.691,-40.527,-29.785,96.191,1737547318.410
47,-84.961,-29.785,-46.387,-51.758,58.105,1737547318.413
48,-55.664,-49.805,-40.039,-41.016,42.480,1737547318.414
49,-35.645,-52.734,-35.645,-31.738,125.000,1737547318.417
50,-33.203,-39.551,-37.109,-42.480,111.816,1737547318.420
51,-46.387,-32.227,-34.180,-50.293,178.223,1737547318.424
52,-51.758,-35.645,-37.109,-52.246,197.754,1737547318.427
53,-70.312,-39.062,-39.551,-54.688,137.695,1737547318.431
54,-56.152,-35.645,-34.180,-45.898,152.832,1737547318.434
55,-23.926,-27.832,-33.691,-48.828,90.820,1737547318.437
56,-23.926,-29.297,-30.762,-54.199,12.695,1737547318.441
57,-56.641,-39.551,-35.156,-46.875,113.770,1737547318.444
58,-83.008,-41.992,-47.852,-57.129,277.832,1737547318.448
59,-64.941,-41.504,-36.621,-50.293,308.594,1737547318.451
60,-35.645,-41.016,-31.738,-35.645,215.820,1737547318.450
61,-32.227,-34.668,-38.574,-31.250,246.582,1737547318.454
62,-49.316,-38.086,-35.645,-38.574,352.051,1737547318.457
63,-33.691,-40.039,-35.156,-48.828,255.371,1737547318.460
64,-49.316,-35.156,-36.621,-44.434,185.059,1737547318.464
65,-73.242,-29.785,-31.250,-41.504,152.832,1737547318.467
66,-20.020,-28.809,-31.738,-47.852,205.078,1737547318.470
67,-17.578,-35.156,-34.180,-42.969,283.691,1737547318.474
68,-70.801,-38.574,-37.598,-40.527,321.777,1737547318.477
69,-57.617,-36.621,-34.668,-55.176,324.219,1737547318.480
70,-39.551,-22.949,-32.715,-73.730,189.941,1737547318.484
71,-59.082,-23.926,-41.504,-74.707,184.570,1737547318.487
72,-71.777,-38.086,-41.016,-64.941,255.859,1737547318.487
73,-58.594,-47.363,-39.551,-50.781,285.645,1737547318.490
74,-49.316,-41.016,-38.574,-41.016,204.590,1737547318.493
75,-46.875,-28.320,-36.621,-51.758,131.348,1737547318.496
76,-44.922,-30.762,-30.273,-65.430,130.371,1737547318.500
77,-46.387,-28.320,-33.691,-51.270,117.188,1737547318.503
78,-64.941,-23.926,-47.363,-40.527,208.496,1737547318.506
79,-60.059,-37.598,-44.922,-41.504,166.992,1737547318.509
80,-20.020,-51.758,-37.598,-40.527,62.012,1737547318.513
81,-17.578,-39.062,-39.062,-46.387,89.355,1737547318.516
82,-46.387,-31.738,-38.574,-53.711,126.953,1737547318.519
83,-62.012,-46.875,-40.039,-59.570,152.832,1737547318.523
84,-55.176,-44.922,-41.016,-49.316,214.844,1737547318.523
85,-57.617,-45.410,-39.062,-39.551,104.004,1737547318.526
86,-58.594,-29.785,-39.062,-66.895,18.066,1737547318.529
87,-51.270,-27.344,-34.180,-63.965,54.199,1737547318.532
88,-62.012,-40.527,-37.109,-41.504,159.668,1737547318.536
89,-60.059,-40.527,-33.691,-39.551,202.637,1737547318.539
90,-115.234,-33.203,-25.879,-38.574,208.984,1737547318.542
91,-89.844,-32.715,-27.832,-40.039,160.156,1737547318.545
92,-5.371,-37.598,-27.344,-46.875,76.660,1737547318.549
93,-47.852,-43.457,-28.809,-63.477,121.582,1737547318.552
94,-63.965,-47.363,-36.621,-66.406,144.531,1737547318.555
95,-41.504,-37.598,-41.016,-48.828,64.453,1737547318.558
96,-43.457,-32.715,-40.527,-33.203,-57.617,1737547318.561
97,-28.320,-34.668,-33.691,-27.832,-59.082,1737547318.565
98,-44.434,-38.574,-37.109,-52.246,-16.602,1737547318.568
99,-74.219,-41.016,-47.363,-63.477,-24.414,1737547318.571
100,-83.984,-34.180,-44.434,-53.223,-78.613,1737547318.574
101,-52.246,-35.156,-29.297,-40.039,-114.258,1737547318.578
102,-32.715,-32.715,-27.832,-35.645,-142.090,1737547318.581
103,-42.480,-31.738,-39.062,-41.504,-115.234,1737547318.584
104,-55.664,-49.805,-34.180,-37.598,-107.422,1737547318.587
105,-101.074,-45.410,-34.180,-50.293,-159.668,1737547318.591
106,-111.816,-36.133,-37.598,-56.641,-123.047,1737547318.594
107,-30.273,-38.574,-34.180,-47.363,-127.930,1737547318.597
108,-24.414,-43.945,-37.598,-40.039,-85.449,1737547318.601
109,-77.148,-47.363,-37.109,-50.781,55.664,1737547318.605
110,-75.684,-45.410,-30.273,-53.223,47.852,1737547318.608
111,-55.176,-38.574,-33.203,-35.156,-51.758,1737547318.611
112,-50.781,-38.086,-32.715,-31.738,-59.082,1737547318.614
113,-62.012,-43.457,-37.598,-50.781,-37.598,1737547318.617
114,-83.008,-40.527,-47.852,-55.176,27.832,1737547318.621
115,-83.984,-45.898,-40.039,-32.227,-1.465,1737547318.624
116,-34.180,-46.387,-38.574,-36.621,-101.562,1737547318.627
117,-20.508,-35.645,-38.086,-36.621,-61.035,1737547318.630
118,-31.250,-39.062,-35.645,-27.344,-14.648,1737547318.634
119,-59.570,-43.945,-41.016,-32.227,21.484,1737547318.637
120,-83.984,-41.992,-47.363,-42.969,25.391,1737547318.642
121,-62.012,-45.410,-41.016,-50.293,-85.938,1737547318.645
122,-43.457,-36.621,-35.645,-42.480,-48.828,1737547318.648
123,-68.848,-36.133,-41.992,-37.598,11.719,1737547318.652
124,-82.520,-52.246,-45.898,-46.387,76.172,1737547318.655
125,-65.918,-52.246,-46.875,-37.109,38.574,1737547318.658
126,-57.617,-39.551,-36.621,-34.668,-47.852,1737547318.661
127,-65.430,-38.086,-39.551,-53.711,-41.016,1737547318.665
128,-53.223,-43.945,-47.363,-50.293,-71.777,1737547318.668
129,-51.758,-41.504,-43.945,-45.898,53.711,1737547318.671
130,-119.141,-42.480,-40.039,-46.875,88.379,1737547318.674
131,-72.266,-42.969,-38.086,-37.109,93.262,1737547318.678
132,12.695,-34.180,-33.691,-35.645,128.418,1737547318.681
133,-82.031,-23.438,-38.574,-41.992,173.828,1737547318.684
134,-77.148,-29.785,-44.434,-38.086,240.234,1737547318.688
135,-23.926,-43.457,-42.969,-37.598,111.328,1737547318.691
136,-65.918,-40.527,-39.062,-38.574,17.090,1737547318.694
137,-45.898,-41.504,-28.809,-46.387,65.430,1737547318.697
138,-41.016,-38.086,-30.762,-63.965,121.582,1737547318.701
139,-58.594,-40.527,-38.574,-44.922,74.219,1737547318.704
140,-57.617,-46.875,-37.109,-30.762,96.191,1737547318.707
141,-52.734,-39.551,-38.086,-35.156,1.465,1737547318.710
142,-46.875,-36.621,-39.062,-36.621,-168.457,1737547318.714
143,-46.387,-45.410,-41.016,-46.387,-98.633,1737547318.717
144,-67.871,-40.039,-50.781,-57.617,51.758,1737547318.723
145,-74.219,-33.691,-50.781,-33.203,-13.184,1737547318.726
146,-53.711,-43.457,-49.316,-23.926,-105.469,1737547318.729
147,-37.109,-46.875,-44.922,-32.715,-90.332,1737547318.733
148,-63.477,-41.992,-39.551,-26.367,-125.977,1737547318.736
149,-80.566,-41.992,-37.598,-24.414,-56.152,1737547318.739
150,-66.895,-45.898,-37.598,-33.203,-5.859,1737547318.743
151,-52.246,-48.340,-39.551,-37.598,-82.520,1737547318.746
152,-32.227,-44.434,-37.598,-28.809,-29.297,1737547318.749
153,-19.043,-44.922,-42.969,-34.668,98.633,1737547318.752
154,-31.250,-47.363,-41.992,-37.598,105.469,1737547318.756
155,-41.992,-45.898,-36.133,-33.691,113.281,1737547318.759
156,-65.430,-42.969,-35.645,-34.180,194.824,1737547318.765
157,-55.664,-43.457,-29.297,-26.367,95.703,1737547318.768
158,-9.277,-41.504,-26.855,-31.250,-82.031,1737547318.772
159,-6.836,-43.945,-37.109,-30.273,-123.047,1737547318.775
160,-33.203,-48.828,-40.039,-30.273,-82.520,1737547318.778
161,-45.410,-48.340,-34.668,-28.320,-42.969,1737547318.781
162,-61.523,-44.922,-29.297,-23.926,-50.781,1737547318.785
163,-48.340,-44.922,-32.227,-40.527,-23.926,1737547318.788
164,-26.855,-48.340,-36.621,-49.805,48.828,1737547318.791
165,-49.805,-54.199,-41.992,-41.992,86.914,1737547318.795
166,-49.805,-47.363,-42.480,-35.645,64.453,1737547318.798
167,-36.621,-34.180,-37.109,-29.297,-17.090,1737547318.801
168,-27.344,-37.109,-35.156,-25.391,-52.734,1737547318.808
169,-48.828,-44.922,-37.598,-33.691,-78.125,1737547318.811
170,-36.133,-48.340,-40.039,-36.621,-71.289,1737547318.814
171,-11.719,-44.922,-38.086,-37.598,-135.254,1737547318.817
172,-36.621,-41.016,-33.691,-34.180,-231.934,1737547318.821
173,-20.020,-33.691,-26.855,-22.949,-256.348,1737547318.824
174,-14.648,-35.156,-27.344,-22.949,-201.660,1737547318.827
175,-39.062,-37.598,-32.227,-29.785,-142.090,1737547318.831
176,-71.289,-36.621,-35.645,-35.645,-155.273,1737547318.834
177,-81.543,-37.109,-39.551,-37.109,-184.082,1737547318.837
178,-52.246,-37.109,-35.156,-34.180,-148.926,1737547318.841
179,-16.113,-44.922,-31.738,-30.762,-153.320,1737547318.844
180,-9.277,-42.480,-35.156,-35.156,-233.398,1737547318.851
181,-59.570,-37.109,-35.645,-40.527,-236.816,1737547318.854
182,-80.078,-38.086,-36.621,-45.898,-220.703,1737547318.857
183,-19.531,-35.645,-37.109,-36.621,-165.039,1737547318.861
184,-9.766,-33.691,-32.227,-38.574,-162.598,1737547318.864
185,-41.504,-40.039,-30.273,-42.969,-146.484,1737547318.867
186,-54.199,-41.992,-35.645,-41.992,-152.344,1737547318.871
187,-42.480,-41.992,-40.039,-41.016,-74.219,1737547318.874
188,-23.926,-43.945,-44.922,-33.691,90.820,1737547318.877
189,-29.297,-33.203,-35.156,-47.852,134.766,1737547318.881
190,-88.379,-38.574,-32.715,-54.688,113.281,1737547318.884
191,-85.938,-48.828,-51.270,-49.805,86.914,1737547318.887
192,-29.785,-46.387,-49.805,-46.387,51.270,1737547318.894
193,-20.020,-38.574,-47.363,-39.551,-4.395,1737547318.897
194,-23.438,-34.668,-45.898,-36.133,-41.504,1737547318.901
195,-34.180,-40.039,-41.504,-37.598,27.344,1737547318.904
196,-53.711,-42.969,-41.992,-43.945,95.215,1737547318.907
197,-57.129,-36.621,-42.969,-43.457,9.277,1737547318.911
198,-40.527,-34.180,-36.621,-37.109,-65.918,1737547318.914
199,-21.973,-36.133,-32.715,-37.598,-53.223,1737547318.917
200,-30.273,-40.039,-39.551,-41.992,20.508,1737547318.921
201,-43.945,-40.527,-41.992,-39.551,83.008,1737547318.924
202,-35.645,-29.785,-41.016,-40.039,80.566,1737547318.927
203,-28.809,-24.902,-38.574,-39.062,44.922,1737547318.931
204,-22.949,-27.832,-35.645,-38.574,-42.480,1737547318.939
205,-24.902,-34.180,-34.668,-42.480,-28.320,1737547318.942
206,-57.129,-42.969,-34.668,-41.992,45.410,1737547318.945
207,-65.430,-43.945,-35.645,-34.180,26.855,1737547318.949
208,-42.480,-36.133,-29.785,-35.156,35.156,1737547318.952
209,-25.879,-30.273,-26.855,-39.062,28.320,1737547318.955
210,-17.090,-30.762,-29.785,-40.527,-25.879,1737547318.959
211,-36.621,-42.480,-33.691,-36.621,47.852,1737547318.962
212,-50.781,-44.922,-38.574,-40.039,37.109,1737547318.966
213,-53.711,-40.527,-34.668,-40.527,-21.973,1737547318.969
214,-52.734,-35.156,-32.227,-43.457,-27.832,1737547318.972
215,-68.848,-41.504,-28.809,-52.246,-100.098,1737547318.976
216,-70.801,-48.340,-28.809,-50.781,-26.855,1737547318.983
217,-50.293,-37.109,-37.109,-40.039,62.500,1737547318.987
218,-66.406,-45.410,-26.367,-38.086,-11.230,1737547318.990
219,-56.641,-47.852,-24.902,-40.527,-82.031,1737547318.994
220,-7.324,-38.574,-35.645,-29.297,-41.992,1737547318.997
221,-47.363,-37.598,-33.203,-31.250,-22.461,1737547319.000
222,-59.082,-38.574,-34.668,-28.320,70.312,1737547319.004
223,-14.648,-36.621,-32.227,-28.320,39.062,1737547319.007
224,-24.902,-32.715,-30.762,-39.062,-81.055,1737547319.011
225,-20.996,-38.086,-32.715,-38.086,-14.648,1737547319.014
226,-31.250,-44.434,-33.203,-11.719,87.891,1737547319.017
227,-38.086,-49.316,-32.227,2.930,34.180,1737547319.021
228,-37.109,-47.852,-33.203,-21.484,53.223,1737547319.028
229,-29.785,-32.715,-33.203,-30.762,130.371,1737547319.032
230,-26.367,-29.785,-32.715,-32.227,61.035,1737547319.035
231,-14.648,-37.598,-32.715,-32.227,2.930,1737547319.039
232,-42.969,-39.062,-29.297,-24.414,-36.621,1737547319.042
233,-51.758,-32.715,-27.832,-21.973,-54.199,1737547319.045
234,-15.625,-31.738,-28.809,-29.785,-19.043,1737547319.049
235,-16.602,-38.574,-26.855,-28.320,44.922,1737547319.052
236,-43.945,-39.062,-29.297,-19.043,86.426,1737547319.056
237,-47.363,-38.574,-37.598,-26.855,8.789,1737547319.059
238,-47.363,-42.480,-37.598,-30.273,-75.684,1737547319.063
239,-27.344,-40.527,-30.762,-28.809,-79.102,1737547319.066
240,-17.578,-32.227,-24.414,-25.391,-101.562,1737547319.074
241,-28.809,-28.320,-26.855,-26.367,-122.070,1737547319.077
242,-28.809,-32.227,-30.762,-22.461,-95.215,1737547319.080
243,-45.898,-33.203,-29.297,-19.043,-3.906,1737547319.084
244,-46.387,-27.832,-26.367,-29.785,-36.621,1737547319.087
245,-42.969,-27.344,-26.855,-28.809,-104.492,1737547319.091
246,-37.109,-36.621,-35.156,-21.973,-139.648,1737547319.094
247,-43.945,-43.945,-44.434,-27.344,-21.484,1737547319.098
248,-43.945,-42.480,-46.875,-28.320,6.348,1737547319.101
249,-70.801,-40.039,-46.387,-30.273,-65.918,1737547319.104
250,-70.312,-36.133,-39.551,-28.809,48.340,1737547319.108
251,1.465,-37.109,-38.086,-28.809,13.672,1737547319.111
252,-7.324,-41.992,-42.969,-27.344,-79.590,1737547319.119
253,-34.668,-42.969,-44.922,-28.320,-58.594,1737547319.122
254,-32.227,-41.016,-43.945,-33.203,-42.969,1737547319.126
255,-8.789,-39.062,-37.109,-31.250,-93.750,1737547319.129
256,-21.484,-26.855,-37.109,-38.086,-100.586,1737547319.132
257,-57.129,-23.926,-41.504,-46.387,-1.953,1737547319.136
258,-60.547,-37.109,-31.250,-29.297,29.297,1737547319.139
259,-38.086,-38.574,-37.109,-25.391,-18.555,1737547319.143
260,-31.250,-34.180,-41.992,-34.668,-61.035,1737547319.146
261,-47.363,-31.738,-38.574,-37.109,-59.570,1737547319.150
262,-62.500,-37.109,-38.574,-33.203,-96.191,1737547319.153
263,-54.688,-38.574,-37.598,-31.738,-110.352,1737547319.157
264,-54.688,-39.062,-40.527,-39.551,-98.145,1737547319.164
265,-52.734,-35.156,-37.109,-41.016,-105.469,1737547319.167
266,-17.578,-29.785,-33.203,-30.762,-141.602,1737547319.171
267,-30.762,-36.133,-35.645,-31.738,-96.680,1737547319.174
268,-56.641,-42.480,-35.156,-31.738,5.859,1737547319.178
269,-53.223,-40.527,-35.156,-29.785,-32.227,1737547319.181
270,-18.555,-35.156,-33.691,-34.668,-112.793,1737547319.184
271,-8.789,-30.273,-28.809,-30.273,-78.613,1737547319.188
272,-54.688,-31.250,-35.645,-31.250,-96.191,1737547319.191
273,-73.730,-30.762,-36.621,-31.250,-82.031,1737547319.195
274,-34.668,-34.180,-34.668,-35.156,22.461,1737547319.198
275,-27.832,-33.691,-41.016,-44.434,94.727,1737547319.202
276,-38.086,-36.133,-40.527,-46.387,-49.805,1737547319.209
277,-54.199,-32.715,-41.016,-56.152,-126.465,1737547319.212
278,-82.520,-32.715,-45.410,-58.594,-61.523,1737547319.216
279,-43.945,-43.945,-44.434,-49.316,27.832,1737547319.219
280,-15.625,-35.156,-35.156,-50.781,-6.836,1737547319.223
281,-38.086,-30.762,-32.227,-47.852,-107.910,1737547319.226
282,-54.688,-32.227,-38.086,-44.922,-76.660,1737547319.230
283,-65.918,-36.133,-37.598,-46.875,-53.711,1737547319.233
284,-66.406,-47.363,-41.016,-52.246,-31.738,1737547319.237
285,-52.246,-37.109,-36.133,-40.039,-195.801,1737547319.240
286,-25.879,-29.785,-29.297,-30.273,-307.617,1737547319.243
287,-21.973,-40.039,-29.785,-48.340,-212.891,1737547319.247
288,-83.984,-46.875,-34.668,-57.617,-236.816,1737547319.254
289,-94.238,-41.504,-36.621,-51.270,-242.676,1737547319.258
290,-50.781,-35.645,-37.109,-53.223,-224.121,1737547319.261
291,-27.344,-38.574,-35.645,-54.199,-220.215,1737547319.264
292,-13.672,-39.551,-43.457,-51.270,-244.629,1737547319.268
293,-36.133,-45.898,-49.805,-50.293,-205.078,1737547319.271
294,-62.988,-43.945,-48.828,-48.828,-145.996,1737547319.275
295,-84.961,-43.945,-49.805,-51.758,-38.574,1737547319.278
296,-60.547,-41.992,-48.828,-51.758,53.223,1737547319.282
297,-29.785,-42.480,-43.457,-51.270,41.992,1737547319.285
298,-71.777,-50.293,-43.457,-48.340,114.258,1737547319.289
299,-102.539,-53.223,-48.828,-41.016,55.176,1737547319.292
300,-77.637,-46.387,-50.293,-41.992,-23.926,1737547319.299
301,-53.223,-41.992,-40.039,-41.992,6.348,1737547319.303
302,-37.109,-45.898,-37.598,-48.828,77.637,1737547319.306
303,-38.086,-42.480,-44.922,-48.340,132.812,1737547319.310
304,-83.984,-41.016,-43.945,-43.945,-7.324,1737547319.313
305,-83.496,-43.945,-41.016,-42.480,-39.062,1737547319.317
306,-29.785,-38.574,-40.527,-39.551,20.996,1737547319.320
307,-40.039,-39.551,-40.527,-40.527,32.227,1737547319.324
308,-37.109,-43.945,-44.922,-40.527,8.301,1737547319.327
309,-34.180,-40.039,-41.504,-45.898,-35.156,1737547319.331
310,-56.152,-38.086,-35.645,-46.387,-70.801,1737547319.334
311,-37.109,-40.527,-31.738,-40.039,-132.324,1737547319.338
312,-47.363,-42.969,-28.320,-44.922,-43.945,1737547319.346
313,-60.059,-40.039,-26.855,-40.039,92.773,1737547319.349
314,-58.105,-43.457,-32.227,-32.715,107.422,1737547319.353
315,-64.941,-48.340,-39.062,-40.527,72.266,1737547319.356
316,-37.598,-49.316,-35.645,-49.316,-47.852,1737547319.360
317,-16.113,-46.387,-35.645,-45.898,-168.945,1737547319.363
318,-31.250,-40.527,-38.086,-43.457,-147.461,1737547319.367
319,-33.691,-45.898,-38.086,-41.992,-29.297,1737547319.370
320,-22.461,-47.852,-39.551,-40.527,55.176,1737547319.374
321,-41.992,-41.504,-36.133,-44.922,113.281,1737547319.377
322,-23.926,-40.527,-36.621,-48.828,136.719,1737547319.381
323,-82.520,-46.875,-41.016,-48.340,125.488,1737547319.384
324,-80.566,-50.293,-42.969,-46.875,43.945,1737547319.391
325,-19.531,-48.828,-45.898,-60.059,76.660,1737547319.394
326,-33.691,-40.039,-47.852,-56.641,97.168,1737547319.398
327,-24.414,-37.109,-44.434,-44.922,93.262,1737547319.401
328,-43.457,-46.387,-49.316,-46.875,65.430,1737547319.405
329,-64.453,-43.457,-50.293,-47.363,37.598,1737547319.408
330,-57.617,-39.062,-41.016,-46.387,-23.926,1737547319.412
331,-58.594,-38.086,-41.992,-42.969,-185.059,1737547319.415
332,-53.223,-38.086,-42.480,-39.062,-199.219,1737547319.419
333,-48.340,-40.527,-44.922,-41.992,-176.758,1737547319.423
334,-52.246,-42.480,-48.340,-41.016,-146.484,1737547319.426
335,-85.449,-44.922,-48.340,-37.598,-139.648,1737547319.430
336,-79.590,-41.504,-43.945,-41.992,-89.355,1737547319.437
337,-33.203,-33.203,-41.504,-41.504,-56.641,1737547319.441
338,-35.156,-34.180,-40.039,-44.434,-40.527,1737547319.444
339,-67.383,-43.945,-42.969,-42.480,64.453,1737547319.448
340,-76.172,-50.781,-44.922,-42.969,18.555,1737547319.451
341,-55.664,-46.875,-39.062,-39.062,-74.219,1737547319.455
342,-41.016,-41.016,-37.598,-31.250,-153.809,1737547319.459
343,-32.715,-36.621,-33.691,-32.227,-149.902,1737547319.462
344,-45.410,-36.621,-32.227,-39.551,-58.105,1737547319.466
345,-42.969,-37.598,-37.598,-39.062,-94.238,1737547319.469
346,-64.453,-32.715,-41.992,-36.621,-0.977,1737547319.473
347,-55.664,-27.344,-42.969,-38.086,142.090,1737547319.476
348,-8.301,-31.738,-37.598,-41.504,73.730,1737547319.484
349,-35.645,-40.039,-36.133,-40.527,-24.414,1737547319.487
350,-31.738,-41.504,-36.133,-37.598,-6.348,1737547319.491
351,-11.719,-37.598,-34.668,-27.344,103.027,1737547319.494
352,-22.461,-31.738,-36.133,-25.879,82.031,1737547319.498
353,-6.348,-29.785,-37.109,-37.109,78.613,1737547319.501
354,-7.812,-38.086,-35.156,-38.574,69.336,1737547319.505
355,-38.574,-39.062,-33.203,-38.574,8.301,1737547319.508
356,-26.855,-33.203,-33.203,-40.527,102.539,1737547319.512
357,-36.621,-31.738,-30.273,-40.527,32.715,1737547319.515
358,-39.551,-33.691,-32.715,-36.621,45.898,1737547319.519
359,-40.527,-37.598,-44.434,-30.273,55.176,1737547319.523
360,-73.730,-40.039,-50.293,-33.203,45.898,1737547319.530
361,-92.285,-39.062,-47.363,-41.016,91.797,1737547319.533
362,-60.059,-35.156,-48.340,-41.504,-39.062,1737547319.537
363,-14.648,-36.621,-46.875,-38.574,-40.039,1737547319.541
364,-50.293,-41.992,-43.945,-43.457,-53.711,1737547319.544
365,-60.547,-41.016,-46.875,-43.457,-3.906,1737547319.548
366,-41.504,-40.039,-45.898,-41.016,32.227,1737547319.551
367,-41.016,-39.062,-43.457,-47.363,36.133,1737547319.555
368,-41.504,-36.621,-46.387,-48.828,152.344,1737547319.558
369,-46.387,-41.504,-42.480,-38.574,109.375,1737547319.562
370,-51.758,-37.109,-38.574,-39.062,131.348,1737547319.565
371,-57.129,-33.203,-36.621,-44.434,146.973,1737547319.569
372,-34.180,-31.738,-36.133,-43.457,98.145,1737547319.576
373,-45.898,-31.738,-34.668,-39.062,93.262,1737547319.580
374,-46.875,-36.133,-32.227,-41.992,87.402,1737547319.583
375,-23.438,-36.133,-37.109,-48.340,-3.906,1737547319.587
376,-43.457,-36.133,-31.738,-49.316,-64.453,1737547319.590
377,-37.109,-32.227,-35.645,-41.016,-13.672,1737547319.594
378,-24.414,-21.973,-42.480,-41.992,27.344,1737547319.597
379,-32.227,-23.926,-38.574,-47.852,74.219,1737547319.601
380,-74.219,-36.133,-39.551,-40.527,41.504,1737547319.605
381,-63.965,-38.086,-39.062,-34.180,-89.355,1737547319.608
382,-32.715,-35.645,-38.086,-41.504,-27.832,1737547319.612
383,-52.246,-37.598,-41.504,-48.828,-29.297,1737547319.615
384,-65.918,-38.086,-40.039,-43.457,24.902,1737547319.622
385,-64.941,-39.551,-38.574,-43.457,79.590,1737547319.626
386,-68.848,-38.086,-48.828,-60.059,-74.707,1737547319.629
387,-79.590,-35.156,-46.875,-57.617,-98.145,1737547319.633
388,-44.434,-38.574,-40.039,-45.410,-135.742,1737547319.636
389,-18.066,-41.504,-43.945,-48.828,-42.969,1737547319.640
390,-40.039,-34.668,-38.086,-47.363,9.277,1737547319.644
391,-59.082,-34.180,-39.551,-44.922,-11.230,1737547319.647
392,-63.965,-37.598,-43.945,-42.480,13.672,1737547319.651
393,-54.199,-37.109,-33.691,-45.410,31.738,1737547319.654
394,-38.574,-37.598,-35.645,-43.945,-13.184,1737547319.658
395,-31.738,-41.504,-37.598,-36.133,-90.820,1737547319.661
396,-77.637,-44.434,-38.574,-43.945,-75.684,1737547319.670
397,-70.312,-39.551,-44.922,-43.945,-8.301,1737547319.674
398,-15.137,-33.691,-38.574,-39.551,-35.156,1737547319.678
399,-11.719,-30.762,-29.785,-47.852,-75.195,1737547319.681
400,-30.762,-36.133,-31.250,-48.828,-73.242,1737547319.685
401,-51.758,-35.645,-32.227,-44.922,-83.984,1737547319.688
402,-48.340,-33.691,-30.762,-46.875,-51.758,1737547319.692
403,-62.012,-35.645,-29.785,-44.922,-94.238,1737547319.695
404,-38.574,-35.645,-26.855,-44.922,-114.258,1737547319.699
405,9.766,-35.645,-30.273,-43.457,-57.617,1737547319.703
406,-32.715,-41.016,-30.273,-42.969,-124.512,1737547319.706
407,-79.102,-43.457,-33.691,-47.363,-145.508,1737547319.710
408,-65.918,-44.922,-38.574,-41.016,-190.918,1737547319.718
409,-26.855,-41.992,-30.762,-17.090,-255.859,1737547319.722
410,-39.062,-39.551,-29.785,-15.625,-248.047,1737547319.725
411,-43.945,-39.551,-34.180,-34.180,-146.973,1737547319.729
412,-42.969,-42.480,-35.156,-41.992,-213.379,1737547319.733
413,-51.270,-40.527,-28.809,-33.203,-274.902,1737547319.736
414,-53.223,-33.203,-31.250,-42.969,-104.004,1737547319.740
415,-62.500,-46.387,-37.109,-53.223,-108.887,1737547319.743
416,-47.363,-47.852,-30.762,-38.574,-133.789,1737547319.747
