,TP9,AF7,AF8,TP10,Right AUX,timestamps
2989,-31.738,-34.668,-21.973,-23.438,71.289,1737547329.810
2990,-33.691,-32.715,-21.973,-18.066,75.195,1737547329.814
2991,-32.227,-36.621,-32.227,-4.883,114.258,1737547329.818
2992,-45.410,-38.574,-36.133,-14.160,90.820,1737547329.822
2993,-31.250,-38.574,-32.227,-30.273,33.203,1737547329.826
2994,-36.133,-40.039,-28.809,-20.020,58.105,1737547329.830
2995,-47.363,-38.574,-31.250,-11.719,52.246,1737547329.834
2996,-43.457,-34.668,-27.344,0.000,19.043,1737547329.837
2997,-44.434,-34.668,-30.762,-13.672,48.828,1737547329.841
2998,-12.207,-32.227,-32.227,-19.531,-11.719,1737547329.845
2999,21.973,-29.785,-24.414,13.672,10.254,1737547329.849
3000,34.180,-26.367,-23.438,-2.930,81.055,1737547329.853
3001,-3.418,-26.855,-30.273,-46.387,153.809,1737547329.857
3002,-52.246,-34.668,-35.156,-27.344,200.195,1737547329.861
3003,-41.504,-34.668,-38.574,-22.461,135.254,1737547329.865
3004,-40.039,-34.668,-33.203,-20.020,103.516,1737547329.869
3005,-41.992,-35.645,-25.879,6.836,-23.438,1737547329.873
3006,-25.391,-31.250,-26.855,-1.953,-73.242,1737547329.877
3007,-13.184,-29.297,-31.738,-25.879,-67.871,1737547329.880
3008,-7.324,-31.250,-26.367,-39.062,-90.332,1737547329.884
3009,-27.832,-30.273,-27.344,-34.180,-19.043,1737547329.888
3010,-48.828,-37.109,-32.227,-21.973,64.941,1737547329.892
3011,-51.758,-41.992,-29.785,-27.832,-24.414,1737547329.896
3012,-34.180,-39.062,-26.855,-21.484,-62.988,1737547329.900
3013,-33.691,-39.062,-28.320,-12.695,-8.789,1737547329.904
3014,-44.922,-37.598,-31.250,-15.137,15.137,1737547329.908
3015,-46.387,-39.062,-33.203,-27.344,-83.496,1737547329.912
3016,-41.992,-41.016,-34.668,-33.691,-108.887,1737547329.915
3017,-35.645,-39.062,-34.180,-35.645,47.363,1737547329.919
3018,-34.668,-42.480,-36.133,-48.828,108.398,1737547329.923
3019,-31.250,-43.945,-36.133,-41.992,114.746,1737547329.927
3020,-51.270,-40.039,-30.273,-36.133,134.766,1737547329.931
3021,-65.430,-41.504,-27.344,-34.180,141.113,1737547329.935
3022,-56.641,-41.992,-34.668,-37.598,44.922,1737547329.939
3023,-56.152,-35.645,-36.133,-40.527,-24.902,1737547329.943
3024,-39.551,-37.598,-31.738,-5.371,137.207,1737547329.947
3025,-17.578,-38.086,-33.691,3.418,187.500,1737547329.951
3026,-44.922,-36.133,-31.250,-10.742,65.430,1737547329.955
3027,-68.848,-40.039,-28.809,-11.719,41.992,1737547329.958
3028,-53.223,-40.039,-36.133,-18.066,22.461,1737547329.962
3029,-41.992,-41.504,-36.133,-18.555,65.430,1737547329.966
3030,-42.480,-44.922,-35.645,-27.832,-32.715,1737547329.970
3031,-63.965,-48.340,-35.156,-26.855,-50.781,1737547329.974
3032,-63.965,-50.293,-37.598,-12.695,16.113,1737547329.978
3033,-35.156,-46.875,-43.945,-30.762,-79.590,1737547329.982
3034,-21.973,-47.363,-45.898,-59.082,-31.738,1737547329.986
3035,-18.066,-44.434,-42.480,-59.570,95.215,1737547329.989
3036,-20.996,-41.504,-38.574,-63.965,-0.488,1737547329.994
3037,-46.387,-41.016,-37.598,-58.594,-91.309,1737547329.998
3038,-54.199,-45.410,-39.551,-43.945,-86.426,1737547330.001
3039,-13.672,-47.363,-32.227,-20.508,45.898,1737547330.005
3040,-32.715,-41.504,-43.457,-47.363,153.809,1737547330.009
3041,-106.445,-44.434,-62.988,-117.676,100.586,1737547330.013
3042,-142.090,-51.270,-66.895,-136.719,101.074,1737547330.017
3043,-185.547,-51.758,-70.312,-153.809,227.051,1737547330.021
3044,-196.777,-48.828,-72.754,-182.129,162.109,1737547330.025
3045,-207.520,-50.293,-85.938,-208.984,-26.367,1737547330.028
3046,-225.098,-46.387,-87.891,-214.844,31.250,1737547330.032
3047,-231.934,-39.062,-87.402,-227.051,195.312,1737547330.036
3048,-241.211,-42.480,-91.309,-254.395,173.828,1737547330.041
3049,-256.348,-42.480,-96.680,-271.973,77.148,1737547330.044
3050,-276.855,-43.945,-107.422,-275.391,14.648,1737547330.048
3051,-269.531,-51.270,-106.445,-270.508,-97.168,1737547330.052
3052,-252.441,-44.922,-104.492,-269.531,47.363,1737547330.056
3053,-255.371,-38.086,-104.004,-272.461,180.664,1737547330.060
3054,-259.766,-40.527,-93.262,-267.578,-43.457,1737547330.064
3055,-251.465,-46.387,-95.215,-263.184,-87.891,1737547330.068
3056,-233.887,-51.270,-106.445,-262.695,93.750,1737547330.072
3057,-218.262,-44.922,-104.492,-244.629,160.645,1737547330.075
3058,-212.402,-41.504,-95.215,-232.910,19.531,1737547330.079
3059,-208.984,-46.875,-90.332,-228.516,4.883,1737547330.083
3060,-190.918,-52.734,-82.520,-199.219,11.719,1737547330.088
3061,-167.969,-58.594,-83.008,-172.363,-11.230,1737547330.091
3062,-147.461,-56.641,-91.309,-166.504,6.348,1737547330.095
3063,-126.465,-46.387,-75.684,-153.320,-27.832,1737547330.099
3064,-114.258,-34.668,-53.223,-127.930,-34.180,1737547330.103
3065,-105.469,-35.645,-54.199,-115.234,38.574,1737547330.107
3066,-87.402,-47.363,-67.383,-114.258,31.250,1737547330.111
3067,-76.660,-50.781,-74.219,-94.727,-30.762,1737547330.115
3068,-81.055,-54.688,-57.129,-84.473,-82.031,1737547330.118
3069,-86.914,-65.430,-43.457,-82.520,-17.578,1737547330.122
3070,-77.148,-63.477,-41.504,-68.848,-29.297,1737547330.126
3071,-68.359,-46.387,-41.016,-61.523,-79.102,1737547330.130
3072,-48.828,-42.969,-38.574,-61.035,-77.148,1737547330.135
3073,-44.434,-46.875,-36.621,-65.430,-126.953,1737547330.139
3074,-58.594,-42.480,-38.086,-60.059,-6.836,1737547330.143
3075,-58.594,-40.039,-35.645,-46.387,27.832,1737547330.146
3076,-51.758,-41.504,-32.715,-42.480,-60.547,1737547330.150
3077,-36.621,-42.480,-38.086,-41.504,28.809,1737547330.154
3078,-24.414,-42.969,-36.621,-22.949,22.461,1737547330.158
3079,-33.691,-43.457,-32.227,-10.254,-110.840,1737547330.162
3080,-41.016,-43.457,-32.227,1.953,-35.645,1737547330.166
3081,-33.203,-46.875,-38.086,-0.488,-21.484,1737547330.170
3082,-16.602,-42.480,-39.062,-10.254,-98.145,1737547330.173
3083,-2.441,-34.668,-42.480,-34.668,10.254,1737547330.177
3084,-7.812,-32.227,-45.410,-41.504,45.410,1737547330.182
3085,-18.066,-31.250,-32.715,-23.438,38.086,1737547330.186
3086,-9.277,-36.133,-28.320,-28.320,90.332,1737547330.189
3087,0.977,-41.016,-30.273,-25.879,37.598,1737547330.193
3088,5.371,-39.062,-25.391,-12.695,-116.211,1737547330.197
3089,-0.977,-38.086,-28.320,-9.277,-134.766,1737547330.201
3090,-18.555,-40.527,-34.668,-14.160,-172.852,1737547330.205
3091,-10.742,-38.086,-31.250,-11.230,-199.219,1737547330.209
3092,9.766,-39.062,-30.273,0.000,-178.223,1737547330.213
3093,13.184,-40.039,-32.227,4.395,-236.328,1737547330.217
3094,4.883,-33.203,-28.320,1.465,-255.371,1737547330.220
3095,0.977,-32.715,-29.297,17.578,-167.480,1737547330.224
3096,-7.812,-39.551,-31.738,23.438,-111.328,1737547330.229
3097,-13.184,-41.992,-32.227,3.418,-85.938,1737547330.232
3098,-0.977,-40.039,-32.715,-4.883,-82.520,1737547330.236
3099,-3.906,-44.434,-30.273,-5.859,-155.762,1737547330.240
3100,-26.367,-43.945,-32.715,-0.977,-198.730,1737547330.244
3101,-26.367,-36.133,-31.250,7.324,-115.723,1737547330.248
3102,-4.883,-34.668,-30.762,14.160,40.527,1737547330.252
3103,1.465,-38.086,-34.180,4.883,-20.508,1737547330.256
3104,-10.742,-45.898,-36.133,-4.395,-193.848,1737547330.260
3105,-18.066,-44.434,-30.762,-3.906,-293.945,1737547330.263
3106,-13.184,-38.574,-27.832,-8.301,-186.523,1737547330.267
3107,-9.766,-40.039,-32.715,7.812,-58.594,1737547330.271
3108,-10.742,-41.016,-30.762,5.371,-23.438,1737547330.276
3109,-1.465,-37.109,-30.762,-6.348,-13.184,1737547330.279
3110,-2.441,-38.086,-30.273,-4.395,125.000,1737547330.283
3111,-16.113,-42.480,-30.762,-3.418,192.871,1737547330.287
3112,-7.812,-38.086,-31.250,5.371,17.090,1737547330.291
3113,-1.953,-33.691,-28.320,18.066,7.324,1737547330.295
3114,-10.254,-35.645,-29.785,22.461,47.363,1737547330.299
3115,-11.230,-38.086,-29.785,-7.324,96.680,1737547330.303
3116,-13.672,-40.039,-31.250,-29.785,92.773,1737547330.307
3117,-17.090,-43.457,-34.668,-24.414,31.738,1737547330.310
3118,-7.324,-41.992,-33.691,-10.742,115.234,1737547330.314
3119,-3.906,-41.016,-35.156,-9.277,112.793,1737547330.318
3120,-15.137,-44.434,-34.668,-19.531,59.082,1737547330.323
3121,-34.668,-43.945,-32.227,-28.320,108.398,1737547330.326
3122,-37.109,-41.504,-34.668,-31.250,39.062,1737547330.330
3123,-23.926,-35.645,-33.203,-18.555,46.387,1737547330.334
3124,-10.254,-38.086,-30.273,-2.930,27.832,1737547330.338
3125,3.906,-41.504,-26.367,8.789,-34.668,1737547330.342
3126,-27.344,-38.574,-28.809,3.418,42.969,1737547330.346
3127,-54.199,-46.875,-37.109,-5.859,-47.852,1737547330.350
3128,-38.086,-49.316,-42.480,-23.438,-85.938,1737547330.354
3129,-25.391,-41.992,-41.504,-32.715,30.273,1737547330.357
3130,-56.152,-42.480,-37.109,-50.293,-15.625,1737547330.361
3131,-69.336,-41.504,-37.598,-62.012,-103.516,1737547330.365
3132,-53.711,-37.109,-38.574,-57.129,-55.176,1737547330.369
3133,-30.762,-35.645,-38.086,-54.199,27.832,1737547330.373
3134,-16.602,-33.691,-37.109,-36.133,78.125,1737547330.377
3135,-26.855,-39.062,-35.156,-27.832,87.891,1737547330.381
3136,-30.762,-48.340,-31.250,-35.645,-62.500,1737547330.385
3137,-33.203,-48.340,-29.297,-38.574,-59.570,1737547330.389
3138,-35.156,-44.434,-36.133,-34.668,15.137,1737547330.393
3139,-32.715,-41.016,-33.203,-24.414,-10.254,1737547330.396
3140,-32.227,-38.574,-25.879,-9.277,-5.371,1737547330.400
3141,-32.715,-41.504,-31.250,-20.508,-55.664,1737547330.404
3142,-41.016,-44.922,-33.691,-50.781,-28.320,1737547330.408
3143,-47.363,-40.527,-35.645,-54.688,1.953,1737547330.412
3144,-37.109,-39.062,-42.969,-44.922,-81.055,1737547330.417
3145,-31.738,-39.551,-42.480,-41.504,-141.113,1737547330.420
3146,-37.109,-36.133,-37.598,-41.016,-103.516,1737547330.424
3147,-49.316,-38.574,-32.715,-30.273,-94.727,1737547330.428
3148,-54.688,-41.504,-31.738,-21.973,37.109,1737547330.432
3149,-36.133,-40.527,-35.156,-17.090,54.688,1737547330.436
3150,-19.043,-38.574,-35.645,-13.184,-41.016,1737547330.440
3151,-29.785,-38.574,-35.156,-41.016,-71.289,1737547330.444
3152,-39.551,-38.574,-38.086,-59.082,-60.547,1737547330.447
3153,-47.363,-43.457,-38.086,-42.480,-72.754,1737547330.451
3154,-45.410,-45.410,-37.598,-36.621,-113.281,1737547330.455
3155,-41.504,-44.434,-37.598,-47.363,-2.930,1737547330.459
3156,-41.992,-42.969,-31.250,-45.410,10.742,1737547330.464
3157,-37.598,-36.621,-26.367,-36.621,-59.082,1737547330.467
3158,-38.574,-34.180,-30.273,-46.875,-39.062,1737547330.471
3159,-31.250,-34.180,-37.598,-49.316,-67.871,1737547330.475
3160,-24.902,-31.738,-38.574,-48.828,-169.922,1737547330.479
3161,-35.645,-35.645,-29.297,-42.969,-96.680,1737547330.483
3162,-43.457,-36.621,-24.414,-44.434,23.438,1737547330.487
3163,-37.109,-32.227,-27.344,-29.785,45.898,1737547330.491
3164,-33.691,-34.668,-28.809,-13.672,31.250,1737547330.495
3165,-27.344,-34.180,-26.367,-26.855,-64.941,1737547330.498
3166,-25.879,-31.250,-20.996,-30.762,-117.676,1737547330.502
3167,-42.969,-34.180,-22.949,-29.785,-155.762,1737547330.506
3168,-51.270,-34.180,-28.320,-21.973,-97.656,1737547330.511
3169,-44.922,-31.738,-30.273,-12.695,-4.395,1737547330.515
3170,-42.969,-33.203,-31.738,-24.414,-18.066,1737547330.518
3171,-50.781,-32.715,-26.855,-18.066,-137.207,1737547330.522
3172,-39.551,-32.715,-24.902,-21.484,-173.828,1737547330.526
3173,-30.762,-34.180,-31.250,-38.086,-54.199,1737547330.530
3174,-27.832,-32.715,-36.133,-36.133,-47.852,1737547330.534
3175,-36.133,-32.227,-34.180,-41.504,-135.742,1737547330.538
3176,-53.223,-35.645,-23.438,-45.410,-148.926,1737547330.542
3177,-51.270,-35.156,-20.020,-48.828,-151.367,1737547330.546
3178,-41.992,-27.832,-24.902,-46.875,-187.988,1737547330.549
3179,-31.250,-33.203,-28.320,-38.574,-76.172,1737547330.553
3180,-27.344,-43.945,-33.203,-33.691,-3.906,1737547330.558
3181,-31.250,-37.598,-32.715,-29.785,-170.898,1737547330.561
3182,-39.062,-30.273,-29.785,-34.668,-185.059,1737547330.565
3183,-41.504,-29.297,-26.855,-35.645,13.184,1737547330.569
3184,-40.039,-31.738,-28.320,-29.785,19.531,1737547330.573
3185,-35.156,-38.574,-41.992,-28.320,-49.805,1737547330.577
3186,-33.203,-33.203,-37.109,-27.832,65.918,1737547330.581
3187,-39.062,-30.762,-22.461,-30.762,39.551,1737547330.585
3188,-33.691,-38.574,-24.414,-32.715,-66.406,1737547330.589
3189,-28.809,-41.992,-28.809,-32.715,-93.262,1737547330.592
3190,-34.668,-34.180,-28.320,-29.297,25.391,1737547330.596
3191,-32.227,-32.227,-26.367,-22.461,136.719,1737547330.600
3192,-31.250,-31.738,-21.484,-24.902,53.223,1737547330.604
3193,-35.645,-36.621,-25.391,-32.715,33.203,1737547330.608
3194,-33.203,-38.574,-33.203,-30.762,20.508,1737547330.612
3195,-32.227,-34.668,-28.320,-30.273,-1.465,1737547330.616
3196,-39.551,-34.180,-25.391,-60.059,31.250,1737547330.620
3197,-32.715,-28.809,-23.926,-60.547,-58.594,1737547330.624
3198,-29.785,-26.367,-20.508,-40.039,-46.387,1737547330.628
3199,-39.062,-32.715,-29.297,-37.109,-13.184,1737547330.632
3200,-21.973,-39.062,-33.203,-30.762,-20.996,1737547330.635
3201,-18.555,-38.086,-28.809,-37.598,46.387,1737547330.639
3202,-50.293,-41.992,-29.785,-45.410,-56.152,1737547330.643
3203,-52.734,-42.969,-30.762,-43.945,-80.566,1737547330.647
3204,-51.270,-45.410,-34.668,-53.711,62.500,1737547330.651
3205,-46.875,-42.969,-34.180,-53.223,62.988,1737547330.655
3206,-36.621,-37.598,-27.832,-46.875,27.344,1737547330.659
3207,-46.875,-39.551,-29.297,-39.551,-17.090,1737547330.663
3208,-44.434,-42.480,-36.621,-34.668,-118.652,1737547330.667
3209,-46.875,-42.969,-38.574,-32.715,-156.738,1737547330.671
3210,-46.387,-41.016,-38.574,-45.410,-125.000,1737547330.675
3211,-29.785,-41.504,-41.016,-34.180,-85.938,1737547330.678
3212,-28.809,-45.898,-47.363,-33.691,-72.266,1737547330.682
3213,-48.828,-45.898,-41.504,-57.617,-104.492,1737547330.686
3214,-55.664,-41.992,-39.551,-42.969,-113.281,1737547330.690
3215,-38.574,-42.480,-45.898,-27.832,27.344,1737547330.694
3216,-35.645,-41.504,-38.574,-20.508,98.145,1737547330.698
3217,-38.574,-38.086,-29.785,-35.645,107.422,1737547330.702
3218,-38.086,-38.574,-29.297,-62.988,50.781,1737547330.706
3219,-42.480,-40.527,-35.156,-63.965,-87.891,1737547330.710
3220,-38.086,-41.504,-35.645,-50.293,-126.953,1737547330.714
3221,-24.902,-37.598,-32.227,-48.828,-149.902,1737547330.718
3222,-32.715,-37.109,-29.297,-39.062,-80.078,1737547330.722
3223,-53.711,-43.457,-26.855,-38.086,-112.793,1737547330.725
3224,-50.781,-42.480,-32.715,-38.574,-129.395,1737547330.729
3225,-37.598,-38.086,-38.574,-33.203,-105.469,1737547330.733
3226,-31.738,-39.551,-39.062,-39.551,-168.457,1737547330.737
3227,-36.133,-38.086,-36.133,-40.527,-114.746,1737547330.741
3228,-43.945,-38.086,-29.297,-34.180,-55.664,1737547330.745
3229,-53.223,-40.527,-28.809,-29.785,-91.797,1737547330.749
3230,-56.152,-41.504,-36.621,-34.180,-7.812,1737547330.753
3231,-44.922,-42.480,-41.504,-20.508,36.133,1737547330.757
3232,-31.250,-37.109,-42.969,-12.207,-55.176,1737547330.761
3233,-26.855,-35.156,-36.133,-16.602,-155.273,1737547330.765
3234,-54.199,-30.273,-35.156,-28.320,-75.195,1737547330.769
3235,-49.316,-28.320,-39.551,-39.551,-45.898,1737547330.773
3236,-26.367,-34.668,-35.645,-28.809,-4.883,1737547330.776
3237,-44.434,-36.133,-34.668,-26.367,62.988,1737547330.780
3238,-47.852,-41.992,-37.109,-27.832,-3.418,1737547330.784
3239,-41.016,-44.434,-37.109,-27.832,-23.926,1737547330.788
3240,-40.039,-43.457,-36.133,-23.926,-126.953,1737547330.793
3241,-35.645,-47.363,-39.062,-27.344,-106.445,1737547330.796
3242,-44.434,-53.223,-38.574,-38.574,6.348,1737547330.800
3243,-52.246,-54.199,-37.598,-31.250,-21.973,1737547330.804
3244,-60.059,-49.805,-39.062,-25.391,-96.191,1737547330.808
3245,-49.805,-48.340,-41.504,-29.297,-55.176,1737547330.812
3246,-36.621,-50.781,-46.875,-39.062,-48.828,1737547330.816
3247,-41.504,-46.875,-49.805,-48.828,-65.430,1737547330.820
3248,-33.203,-47.363,-45.410,-42.480,-32.227,1737547330.824
3249,-44.922,-49.316,-40.039,-43.945,4.395,1737547330.827
3250,-49.316,-44.922,-38.086,-43.945,-35.156,1737547330.831
3251,-26.367,-38.574,-32.227,-18.555,-56.152,1737547330.835
3252,-27.344,-34.668,-27.832,-19.043,-15.137,1737547330.839
3253,-38.574,-33.203,-25.879,-28.809,-52.246,1737547330.843
3254,-38.086,-35.645,-23.438,-5.859,-50.293,1737547330.847
3255,-33.691,-35.156,-34.180,-9.277,36.621,1737547330.851
3256,-36.133,-35.156,-39.551,-31.250,-17.578,1737547330.855
3257,-39.551,-38.086,-38.574,-27.832,24.902,1737547330.859
3258,-41.504,-36.133,-33.203,-46.875,39.062,1737547330.863
3259,-46.875,-40.527,-33.691,-45.410,-84.961,1737547330.867
3260,-42.969,-40.039,-41.504,-28.809,-97.656,1737547330.870
3261,-30.762,-37.109,-41.016,-31.250,-58.594,1737547330.874
3262,-19.531,-36.133,-37.109,-26.855,-19.531,1737547330.878
3263,-31.250,-37.109,-26.855,-30.273,-47.363,1737547330.882
3264,-31.250,-41.016,-25.879,-44.922,-144.043,1737547330.886
3265,-51.758,-43.945,-33.691,-44.922,-145.508,1737547330.890
3266,-60.059,-48.340,-36.133,-44.922,-113.281,1737547330.894
3267,-40.039,-51.270,-23.438,-40.039,-79.102,1737547330.898
3268,-59.082,-50.293,-24.414,-52.734,-104.004,1737547330.902
3269,-62.988,-48.828,-30.762,-61.035,-96.191,1737547330.906
3270,-47.852,-53.223,-35.156,-43.945,4.883,1737547330.910
3271,-33.203,-59.082,-38.574,-36.621,-14.160,1737547330.913
3272,-35.645,-50.293,-28.320,-40.527,-74.219,1737547330.917
3273,-47.363,-43.945,-23.438,-31.250,-43.945,1737547330.921
3274,-40.527,-43.945,-23.438,-31.250,-17.578,1737547330.925
3275,-52.734,-37.598,-22.461,-30.273,-21.484,1737547330.929
3276,-42.480,-33.691,-22.949,-29.785,22.461,1737547330.933
3277,-17.090,-37.598,-22.461,-28.809,119.629,1737547330.937
3278,-44.922,-48.828,-21.484,-25.391,54.688,1737547330.941
3279,-58.594,-49.805,-27.344,-33.203,-69.336,1737547330.945
3280,-66.406,-45.410,-33.691,-26.855,-87.402,1737547330.949
3281,-72.754,-52.734,-39.551,-25.879,-51.758,1737547330.953
3282,-72.266,-57.617,-38.086,-37.109,-121.582,1737547330.957
3283,-62.012,-52.246,-29.785,-41.992,-160.156,1737547330.960
3284,-46.387,-48.828,-39.062,-29.785,-127.441,1737547330.964
3285,-55.664,-43.945,-46.875,-27.832,-121.582,1737547330.968
3286,-61.035,-48.828,-40.527,-46.875,-85.938,1737547330.972
3287,-44.434,-54.688,-27.832,-46.875,19.043,1737547330.976
3288,-44.922,-48.340,-24.414,-45.898,64.453,1737547330.980
3289,-48.340,-45.410,-29.297,-53.223,-6.348,1737547330.984
3290,-42.969,-43.457,-25.391,-51.270,-60.059,1737547330.988
3291,-42.969,-38.086,-30.273,-40.039,-62.988,1737547330.992
3292,-34.180,-41.504,-39.062,-32.227,-15.625,1737547330.996
3293,-39.062,-43.945,-36.621,-40.039,6.348,1737547331.000
3294,-42.480,-39.551,-36.621,-47.363,-60.547,1737547331.004
3295,-54.199,-42.969,-43.945,-47.852,-26.855,1737547331.007
3296,-65.918,-48.340,-46.875,-41.016,-23.926,1737547331.011
3297,-45.410,-50.293,-46.387,-22.461,-55.176,1737547331.015
3298,-43.945,-48.340,-39.551,-23.926,-7.812,1737547331.019
3299,-40.039,-45.410,-42.969,-49.805,3.906,1737547331.023
3300,-44.922,-48.828,-42.969,-48.340,-35.645,1737547331.027
3301,-52.246,-47.852,-37.598,-35.645,-4.395,1737547331.031
3302,-36.133,-42.969,-34.668,-34.180,-83.008,1737547331.035
3303,-41.504,-40.527,-28.320,-36.621,-88.867,1737547331.039
3304,-48.340,-40.527,-34.180,-40.039,-38.086,1737547331.043
3305,-46.875,-43.457,-36.133,-46.387,-67.383,1737547331.047
3306,-46.387,-46.387,-34.180,-44.434,-6.348,1737547331.051
3307,-43.457,-47.363,-41.992,-38.086,58.594,1737547331.054
3308,-48.828,-47.363,-34.668,-32.227,51.270,1737547331.058
3309,-43.945,-39.062,-26.855,-30.273,-66.895,1737547331.062
3310,-34.180,-31.738,-34.668,-38.574,-149.414,1737547331.066
3311,-58.594,-31.738,-40.039,-46.875,-45.410,1737547331.070
3312,-54.199,-39.551,-42.969,-47.852,-27.344,1737547331.074
3313,-41.504,-46.387,-44.434,-39.551,-40.527,1737547331.078
3314,-43.457,-45.410,-42.480,-35.645,-54.199,1737547331.082
3315,-42.969,-45.410,-44.434,-41.504,-9.277,1737547331.086
3316,-48.828,-41.992,-40.527,-47.363,52.734,1737547331.090
3317,-35.645,-42.480,-37.598,-44.434,-67.383,1737547331.094
3318,-30.273,-42.480,-40.039,-43.457,-77.637,1737547331.098
3319,-34.180,-41.504,-39.551,-42.969,-70.801,1737547331.101
3320,-49.316,-42.480,-38.574,-35.645,-126.953,1737547331.105
3321,-57.617,-42.969,-40.527,-33.691,-79.590,1737547331.109
3322,-58.594,-48.340,-45.410,-44.922,47.852,1737547331.113
3323,-46.387,-46.387,-43.457,-46.875,51.270,1737547331.117
3324,-37.598,-38.574,-39.062,-43.945,-43.945,1737547331.121
3325,-57.617,-37.109,-39.551,-43.457,-50.781,1737547331.125
3326,-63.477,-41.016,-35.645,-44.434,-20.508,1737547331.129
3327,-62.500,-45.898,-37.109,-48.828,107.422,1737547331.133
3328,-51.270,-42.969,-40.039,-44.434,186.523,1737547331.137
3329,-26.855,-35.156,-35.156,-37.598,67.871,1737547331.140
3330,-32.227,-35.645,-36.133,-35.156,15.625,1737547331.144
3331,-33.691,-39.062,-32.715,-28.809,-20.996,1737547331.148
3332,-21.484,-35.645,-31.250,-32.227,30.273,1737547331.152
3333,-46.875,-36.621,-38.574,-60.547,167.480,1737547331.156
3334,-73.242,-39.551,-39.551,-69.824,95.215,1737547331.160
3335,-44.434,-33.203,-34.180,-43.945,11.230,1737547331.164
3336,-27.832,-34.180,-37.109,-27.344,57.129,1737547331.168
3337,-51.758,-41.992,-39.062,-23.438,39.551,1737547331.172
3338,-37.109,-38.574,-37.598,-22.949,0.000,1737547331.176
3339,-18.066,-34.180,-37.598,-33.691,-13.672,1737547331.180
3340,-33.691,-35.645,-28.809,-28.809,-100.586,1737547331.184
3341,-25.879,-32.715,-24.902,-12.207,-115.723,1737547331.187
3342,-16.113,-29.785,-30.762,-6.836,2.441,1737547331.191
3343,-0.488,-31.250,-31.738,-9.766,107.422,1737547331.195
3344,4.395,-25.879,-29.297,0.977,109.375,1737547331.199
3345,-10.254,-24.902,-29.785,3.418,32.715,1737547331.203
3346,-12.695,-30.762,-29.297,-3.418,-72.266,1737547331.207
3347,-6.836,-29.297,-28.320,7.324,-16.113,1737547331.211
3348,-13.672,-29.297,-26.855,19.043,26.367,1737547331.215
3349,-7.324,-32.227,-31.738,8.301,18.555,1737547331.219
3350,-3.418,-33.691,-28.320,10.254,-42.480,1737547331.223
3351,-22.949,-32.715,-19.043,20.020,-102.539,1737547331.227
3352,-24.414,-34.668,-27.344,-2.441,-4.883,1737547331.231
3353,-23.926,-34.668,-35.156,-25.391,104.980,1737547331.234
3354,-20.020,-32.715,-34.668,-30.762,-10.254,1737547331.238
3355,-7.324,-33.691,-32.715,-26.855,-172.852,1737547331.242
3356,-2.441,-34.668,-30.273,-24.414,-74.707,1737547331.246
3357,-10.742,-37.109,-27.832,-13.672,-56.152,1737547331.250
3358,-11.230,-38.574,-28.809,-19.531,-66.406,1737547331.254
3359,2.441,-33.691,-31.250,-26.855,-9.277,1737547331.258
3360,2.441,-31.250,-28.809,-12.695,3.906,1737547331.262
3361,-10.254,-35.156,-26.367,-2.930,129.883,1737547331.266
3362,-18.555,-32.715,-27.832,-4.883,92.285,1737547331.270
3363,-17.578,-32.227,-30.273,-9.277,-22.949,1737547331.274
3364,-11.230,-33.691,-27.344,-14.160,-19.043,1737547331.278
3365,-31.738,-36.621,-28.809,-12.695,-86.914,1737547331.282
3366,-41.504,-37.109,-33.691,-24.414,-125.977,1737547331.285
3367,-28.320,-41.992,-38.086,-29.785,-68.359,1737547331.289
3368,-21.973,-43.945,-40.527,-16.113,-10.254,1737547331.293
3369,-10.254,-36.133,-40.527,-16.113,-82.520,1737547331.297
3370,-0.488,-35.156,-38.574,-21.484,-180.176,1737547331.301
3371,3.906,-37.598,-34.668,-30.762,-119.629,1737547331.305
3372,-19.531,-36.133,-28.809,-18.066,-80.078,1737547331.309
3373,-51.270,-42.969,-32.715,-3.906,-119.629,1737547331.313
3374,-19.043,-48.340,-40.039,-13.672,-77.637,1737547331.317
3375,0.977,-44.434,-42.969,-20.508,-37.109,1737547331.321
3376,-18.555,-41.016,-35.645,-30.273,-14.160,1737547331.325
3377,-26.855,-39.551,-29.785,-45.410,-20.020,1737547331.329
3378,-21.484,-40.527,-41.016,-41.992,81.543,1737547331.332
3379,-20.996,-41.504,-44.434,-29.297,127.930,1737547331.336
3380,-43.945,-45.410,-32.715,-15.625,23.926,1737547331.340
3381,-42.480,-44.922,-25.879,-15.625,-13.672,1737547331.344
3382,-32.227,-40.527,-28.809,-19.531,-106.445,1737547331.348
3383,-33.691,-35.645,-33.691,-7.812,-122.559,1737547331.352
3384,-40.039,-34.668,-34.180,-14.160,-19.531,1737547331.356
3385,-29.785,-34.180,-28.320,-25.391,-36.133,1737547331.360
3386,-24.414,-32.715,-27.832,-31.738,-125.000,1737547331.364
3387,-30.762,-40.039,-34.668,-31.250,-132.324,1737547331.368
3388,-33.203,-47.363,-37.598,-27.344,53.223,1737547331.372
3389,-29.297,-42.969,-37.109,-27.344,35.645,1737547331.376
3390,-24.414,-40.039,-32.227,-23.438,-47.852,1737547331.380
3391,-26.367,-35.156,-32.227,-27.832,11.719,1737547331.383
3392,-36.133,-34.180,-32.227,-25.879,25.879,1737547331.387
