timestamps,TP9,AF7,AF8,TP10,Right AUX
1737558122.524,-39.551,-4.395,-18.066,-572.266,0.000
1737558122.528,112.793,-31.738,-30.762,563.477,0.000
1737558122.532,47.852,0.000,-26.367,999.512,0.000
1737558122.536,-42.969,-7.812,9.766,756.348,0.000
1737558122.540,-156.738,-55.176,3.906,-306.152,0.000
1737558122.544,-62.988,-17.090,6.348,-537.598,0.000
1737558122.548,95.215,17.578,10.254,487.305,0.000
1737558122.552,61.523,8.789,-6.836,999.512,0.000
1737558122.555,-40.527,2.441,-20.996,765.625,0.000
1737558122.559,-155.273,-15.625,-51.758,-233.887,0.000
1737558122.563,-89.355,-35.156,-49.805,-635.254,0.000
1737558122.567,57.129,-5.371,-27.344,251.465,0.000
1737558122.571,49.316,20.508,0.000,972.656,0.000
1737558122.575,-55.664,9.277,8.301,817.383,0.000
1737558122.579,-169.922,-18.066,-9.766,-228.027,0.000
1737558122.583,-115.234,-57.129,-16.113,-782.227,0.000
1737558122.587,40.039,-36.133,-13.672,105.469,0.000
1737558122.591,53.223,-4.883,1.953,926.270,0.000
1737558122.595,-19.531,12.207,-11.230,978.027,0.000
1737558122.598,-160.645,17.578,-16.602,130.371,0.000
1737558122.602,-174.316,13.184,-20.996,-696.289,0.000
1737558122.606,-1.465,-10.742,-12.207,-101.074,0.000
1737558122.610,55.176,-25.391,-3.418,783.691,0.000
1737558122.614,-28.809,-15.137,-31.250,829.102,0.000
1737558122.618,-163.086,-18.066,-17.090,0.000,0.000
1737558122.622,-186.035,-48.340,2.441,0.000,0.000
1737558122.626,-9.277,-46.875,5.371,0.000,0.000
1737558122.630,77.148,13.672,5.371,0.000,0.000
1737558122.634,-10.742,26.367,2.441,0.000,0.000
1737558122.637,-159.180,-4.395,-21.484,0.000,0.000
1737558122.641,-185.547,-25.879,-14.160,0.000,0.000
1737558122.645,-15.625,-28.809,-5.859,0.000,0.000
1737558122.649,95.703,-23.438,-27.832,0.000,0.000
1737558122.653,22.949,-13.184,-6.836,0.000,0.000
1737558122.657,-147.461,5.859,-5.859,0.000,0.000
1737558122.661,-191.895,10.254,0.000,0.000,0.000
1737558122.665,0.000,0.000,0.000,-854.492,0.000
1737558122.669,0.000,-24.414,0.000,67.871,0.000
1737558122.673,0.000,-28.809,0.000,611.816,0.000
1737558122.677,0.000,-29.785,0.000,29.785,0.000
1737558122.680,0.000,-33.203,0.000,-914.551,0.000
1737558122.684,0.000,-36.621,0.000,-872.070,0.000
1737558122.688,0.000,-28.320,0.000,128.906,0.000
1737558122.692,0.000,-3.418,0.000,708.008,0.000
1737558122.696,0.000,11.719,0.000,191.895,0.000
1737558122.700,0.000,15.137,0.000,-819.824,0.000
1737558122.704,0.000,-0.977,0.000,-948.242,0.000
1737558122.708,0.000,-32.227,0.000,46.875,0.000
1737558122.712,31.738,-32.715,-3.418,843.750,0.000
1737558122.716,-102.539,0.977,-4.883,470.703,0.000
1737558122.720,-250.000,4.883,-20.996,-688.965,0.000
1737558122.723,-159.180,-12.695,-23.438,-1000.000,0.000
1737558122.727,1.953,0.977,-4.883,-68.359,0.000
1737558122.731,7.812,7.324,-8.789,802.246,0.000
1737558122.735,-120.117,-49.805,-29.297,492.676,0.000
1737558122.739,-264.648,-48.828,-52.734,-622.070,0.000
1737558122.743,-192.871,-3.418,-71.777,-1000.000,0.000
1737558122.747,-13.672,-7.324,-10.254,-312.500,0.000
1737558122.751,21.973,-3.418,19.043,571.777,0.000
1737558122.755,-82.031,-0.977,-21.973,448.242,0.000
1737558122.759,-215.332,-19.531,-41.016,-561.035,0.000
1737558122.762,-169.434,-37.109,-49.805,-1000.000,0.000
1737558122.766,-21.973,-29.297,-50.293,-533.203,0.000
1737558122.770,31.250,5.859,-25.391,363.770,0.000
1737558122.774,-32.715,17.090,19.043,508.789,0.000
1737558122.778,-172.852,-1.465,16.602,-391.113,0.000
1737558122.782,-169.434,-6.348,-23.926,-1000.000,0.000
1737558122.786,-30.762,18.555,-30.273,-650.391,0.000
1737558122.790,36.133,6.348,-49.805,268.555,0.000
1737558122.794,-40.039,-23.926,-39.062,506.348,0.000
1737558122.798,-197.266,-37.598,5.371,-384.766,0.000
1737558122.802,-190.918,-25.879,-8.789,-1000.000,0.000
1737558122.805,0.000,-0.977,0.000,0.000,0.000
1737558122.809,0.000,-5.859,0.000,0.000,0.000
1737558122.813,0.000,-7.324,0.000,0.000,0.000
1737558122.817,0.000,-6.348,0.000,0.000,0.000
1737558122.821,0.000,-14.160,0.000,0.000,0.000
1737558122.825,0.000,-10.254,0.000,0.000,0.000
1737558122.829,0.000,-13.672,0.000,0.000,0.000
1737558122.833,0.000,2.930,0.000,0.000,0.000
1737558122.837,0.000,19.531,0.000,0.000,0.000
1737558122.841,0.000,-4.883,0.000,0.000,0.000
1737558122.845,0.000,-12.695,0.000,0.000,0.000
1737558122.848,0.000,-7.324,0.000,0.000,0.000
1737558122.852,10.742,-13.672,-30.273,836.426,0.000
1737558122.856,-124.512,-12.695,-53.223,193.848,0.000
1737558122.860,-215.820,-23.926,-38.574,-868.164,0.000
1737558122.864,-83.984,-18.066,-29.785,-842.773,0.000
1737558122.868,48.828,-5.371,-38.086,153.809,0.000
1737558122.872,26.855,-32.227,-26.855,794.922,0.000
1737558122.876,-92.285,-44.434,-15.625,402.832,0.000
1737558122.880,-229.980,-14.648,-33.203,-725.586,0.000
1737558122.884,-133.301,-4.883,-42.480,-1000.000,0.000
1737558122.887,44.434,16.113,-5.859,-7.812,0.000
1737558122.891,52.734,14.160,5.371,841.309,0.000
1737558122.895,-81.543,-24.414,-21.484,478.027,0.000
1737558122.899,0.000,-26.855,-12.695,0.000,0.000
1737558122.903,0.000,-3.418,4.883,0.000,0.000
1737558122.907,0.000,10.742,-9.766,0.000,0.000
1737558122.911,0.000,-0.977,-4.883,0.000,0.000
1737558122.915,0.000,-21.484,-12.695,0.000,0.000
1737558122.919,0.000,-26.367,-19.531,0.000,0.000
1737558122.923,0.000,-22.461,-10.742,0.000,0.000
1737558122.927,0.000,4.395,-30.273,0.000,0.000
1737558122.930,0.000,15.137,-31.738,0.000,0.000
1737558122.934,0.000,-28.320,-8.789,0.000,0.000
1737558122.938,0.000,-51.270,-9.277,0.000,0.000
1737558122.942,0.000,-56.152,-10.742,0.000,0.000
1737558122.946,-3.418,-39.551,-0.977,-151.855,0.000
1737558122.950,34.668,20.996,-6.348,746.582,0.000
1737558122.954,-95.215,20.996,-14.160,744.629,0.000
1737558122.958,-273.926,-6.348,9.766,-220.215,0.000
1737558122.962,-267.578,-12.207,24.902,-971.191,0.000
1737558122.966,-86.914,-19.043,5.859,-351.074,0.000
1737558122.970,-13.672,-15.137,-18.555,711.426,0.000
1737558122.973,-83.984,0.000,-16.602,926.270,0.000
1737558122.977,-251.465,-20.996,-9.766,-17.090,0.000
1737558122.981,-286.621,-29.785,-12.695,-971.680,0.000
1737558122.985,-96.191,-21.484,-3.906,-585.938,0.000
1737558122.989,-12.207,-23.438,-29.297,449.219,0.000
1737558122.993,-58.594,-24.414,-11.230,812.988,0.000
1737558122.997,-192.871,-52.246,16.113,104.004,0.000
1737558123.001,-279.297,-37.109,-23.438,-908.691,0.000
1737558123.005,-125.000,1.465,-20.996,-718.262,0.000
1737558123.009,-0.488,18.066,3.418,371.582,0.000
1737558123.012,-44.922,36.133,-26.855,942.383,0.000
1737558123.016,-196.777,1.953,-20.996,271.973,0.000
1737558123.020,-291.016,-24.902,8.301,-866.211,0.000
1737558123.024,-160.156,-8.301,3.906,-792.969,0.000
1737558123.028,-29.785,-26.855,-1.465,277.832,0.000
1737558123.032,-76.172,-42.480,7.324,814.941,0.000
1737558123.036,-205.078,-25.879,-5.371,255.859,0.000
1737558123.040,-300.293,-6.348,-4.883,-813.965,0.000
1737558123.044,-192.871,4.395,-7.812,-921.387,0.000
1737558123.048,-31.738,6.348,-21.484,110.840,0.000
1737558123.052,-42.480,8.789,-11.230,853.516,0.000
1737558123.055,-175.781,3.906,-15.625,461.426,0.000
1737558123.059,-279.785,-35.156,-9.766,-625.488,0.000
1737558123.063,-198.242,-52.734,12.695,-887.695,0.000
1737558123.067,-62.012,-33.203,0.488,4.395,0.000
1737558123.071,-41.504,-13.672,-19.043,759.766,0.000
1737558123.075,-135.254,12.695,-14.160,543.945,0.000
1737558123.079,-279.785,5.371,20.508,-529.785,0.000
1737558123.083,-208.984,0.000,20.996,-979.492,0.000
1737558123.087,-32.227,2.441,0.000,-95.703,0.000
1737558123.091,-17.090,-23.926,0.000,753.906,0.000
1737558123.095,-126.465,-45.410,0.000,553.711,0.000
1737558123.098,-265.625,-20.996,0.000,-493.164,0.000
1737558123.102,-208.008,-16.602,0.000,-1000.000,0.000
1737558123.106,-0.977,-41.016,0.000,-116.699,0.000
1737558123.110,26.855,10.254,0.000,898.438,0.000
1737558123.114,-124.023,25.391,0.000,617.188,0.000
1737558123.118,-265.625,-17.090,0.000,-488.281,0.000
1737558123.122,-220.215,-17.090,0.000,-1000.000,0.000
1737558123.126,-32.227,6.348,0.000,-372.070,0.000
1737558123.130,24.414,0.488,0.000,627.930,0.000
1737558123.134,-62.012,-34.668,-41.016,778.320,0.000
1737558123.137,-197.754,-33.203,-2.441,-102.539,0.000
1737558123.141,-221.680,-29.297,20.508,-948.242,0.000
1737558123.145,-67.871,-5.859,-15.625,-484.863,0.000
1737558123.149,-0.488,26.855,-13.184,554.199,0.000
1737558123.153,-49.316,23.926,3.906,830.566,0.000
1737558123.157,-196.289,18.555,-10.254,0.000,0.000
1737558123.161,-259.766,2.930,-34.668,-952.148,0.000
