timestamps,TP9,AF7,AF8,TP10,Right AUX
1737550549.780,-33.203,-22.949,-9.766,-387.695,0.000
1737550549.784,-107.910,-27.832,-29.785,-1000.000,0.000
1737550549.787,-87.402,-14.648,-27.344,-480.469,0.000
1737550549.791,23.438,-10.742,-7.324,650.391,0.000
1737550549.795,22.949,-20.020,-12.695,502.441,0.000
1737550549.799,-19.043,-12.207,-30.762,-232.910,0.000
1737550549.803,-54.199,-23.926,-25.391,-792.969,0.000
1737550549.807,-46.875,-29.785,-12.695,-387.207,0.000
1737550549.811,2.441,-10.742,-11.719,697.266,0.000
1737550549.815,8.789,-10.254,-17.090,659.180,0.000
1737550549.819,-17.090,-2.930,-22.949,-139.648,0.000
1737550549.822,-66.895,-12.695,-28.809,-885.254,0.000
1737550549.827,-62.500,-20.996,-54.688,-770.996,0.000
1737550549.830,20.020,-13.672,-41.016,404.297,0.000
1737550549.834,29.785,-18.555,-14.160,670.410,0.000
1737550549.838,-26.855,-14.160,-26.367,-183.594,0.000
1737550549.842,-61.035,-5.859,-27.344,-958.496,0.000
1737550549.846,-49.805,-16.113,-8.789,-698.242,0.000
1737550549.850,13.672,-21.973,-15.137,597.168,0.000
1737550549.854,27.344,-16.602,-34.668,857.422,0.000
1737550549.858,-14.160,-42.969,-23.926,84.473,0.000
1737550549.862,-71.777,-37.109,-24.414,-722.656,0.000
1737550549.865,-81.543,5.859,-40.039,-634.277,0.000
1737550549.869,-6.348,6.836,-22.949,586.914,0.000
1737550549.873,25.391,-10.254,9.766,920.898,0.000
1737550549.877,-5.859,-21.973,5.859,41.992,0.000
1737550549.881,-73.242,-27.344,-12.695,-851.562,0.000
1737550549.885,-94.727,-36.133,-12.207,-891.113,0.000
1737550549.889,-4.883,-30.273,-25.391,256.348,0.000
1737550549.893,48.828,-12.207,-19.531,976.562,0.000
1737550549.897,7.812,4.883,-17.578,276.855,0.000
1737550549.901,-49.805,-14.648,-29.785,-689.453,0.000
1737550549.905,-76.660,-23.438,-18.555,-1000.000,0.000
1737550549.908,-18.066,-13.672,-12.207,-79.102,0.000
1737550549.912,43.457,-23.438,-17.090,787.598,0.000
1737550549.916,19.531,-18.555,-19.043,280.273,0.000
1737550549.920,-37.598,-17.578,-19.043,-580.566,0.000
1737550549.924,-76.172,-31.738,-17.090,-1000.000,0.000
1737550549.928,-14.160,-26.855,-26.367,-130.371,0.000
1737550549.932,36.621,-10.742,-37.598,987.305,0.000
1737550549.936,11.719,-11.230,-29.297,521.973,0.000
1737550549.940,-26.855,-29.297,-31.738,-577.637,0.000
1737550549.944,-75.684,-29.785,-27.832,-1000.000,0.000
1737550549.948,-42.480,-22.949,-18.555,-344.238,0.000
1737550549.951,19.043,-19.531,-16.602,730.957,0.000
