,TP9,AF7,AF8,TP10,Right AUX,timestamps
806,-69.336,-21.973,-21.973,-837.402,0.000,1737549846.547
807,-10.254,-11.230,-26.367,62.988,0.000,1737549846.551
808,33.691,-8.789,-25.391,618.652,0.000,1737549846.555
809,27.344,-8.301,-33.203,248.535,0.000,1737549846.559
810,-54.199,-9.277,-26.367,-717.285,0.000,1737549846.562
811,-83.008,-12.695,-17.090,-924.316,0.000,1737549846.566
812,-28.809,-12.695,-8.789,-178.711,0.000,1737549846.570
813,-2.930,-7.812,-5.859,417.969,0.000,1737549846.574
814,-67.383,-11.719,-16.602,-76.660,0.000,1737549846.578
815,-80.078,-25.879,-30.762,-923.340,0.000,1737549846.581
816,-62.988,-33.691,-34.180,-975.586,0.000,1737549846.586
817,-37.109,-25.879,-38.574,-426.758,0.000,1737549846.590
818,47.852,-10.254,-32.227,231.934,0.000,1737549846.594
819,33.203,-19.531,-13.184,170.898,0.000,1737549846.598
820,-45.898,-26.855,-17.090,-671.387,0.000,1737549846.601
821,-79.590,-20.020,-19.531,-1000.000,0.000,1737549846.605
822,-23.926,-8.301,-17.090,-319.336,0.000,1737549846.609
823,43.457,-5.859,-10.742,458.984,0.000,1737549846.613
824,37.109,-13.184,-6.836,440.430,0.000,1737549846.617
825,-35.645,-15.137,-13.184,-448.730,0.000,1737549846.620
826,-77.637,-25.879,-23.438,-1000.000,0.000,1737549846.624
827,-32.227,-31.250,-24.902,-393.555,0.000,1737549846.628
828,21.973,-14.648,-20.020,588.379,0.000,1737549846.633
829,26.855,0.000,-18.066,809.082,0.000,1737549846.637
830,-43.945,-9.766,-16.113,38.574,0.000,1737549846.640
831,-130.371,-16.602,-3.906,-739.746,0.000,1737549846.644
832,-65.430,-6.836,1.953,-342.773,0.000,1737549846.648
833,59.570,-5.371,-5.371,570.312,0.000,1737549846.652
834,48.340,-25.879,-11.230,853.516,0.000,1737549846.656
835,-62.988,-38.574,-12.695,-47.852,0.000,1737549846.660
836,-95.215,-32.227,-27.832,-993.164,0.000,1737549846.663
837,-28.320,-20.508,-32.715,-546.875,0.000,1737549846.667
838,24.414,-8.789,-22.461,289.062,0.000,1737549846.671
839,34.668,-4.395,-11.230,494.629,0.000,1737549846.675
840,-23.926,-12.695,-13.672,-166.016,0.000,1737549846.680
841,-79.102,-13.672,-22.949,-1000.000,0.000,1737549846.684
842,-69.336,-7.812,-7.324,-793.457,0.000,1737549846.688
843,-5.371,-16.113,-6.348,115.234,0.000,1737549846.691
844,69.336,-23.926,-25.879,562.012,0.000,1737549846.695
845,22.949,-17.090,-20.996,33.691,0.000,1737549846.699
846,-70.312,-17.578,-18.066,-825.195,0.000,1737549846.703
847,-67.871,-32.715,-19.043,-881.348,0.000,1737549846.707
848,15.137,-17.578,-11.230,-177.246,0.000,1737549846.711
849,48.828,0.000,-13.184,350.098,0.000,1737549846.714
850,-12.207,-8.789,-21.484,47.852,0.000,1737549846.718
851,-84.961,-15.137,-20.508,-819.824,0.000,1737549846.722
852,-77.637,-13.672,-15.137,-830.566,0.000,1737549846.727
853,-17.578,-9.277,-19.531,-91.309,0.000,1737549846.731
854,23.926,-13.672,-23.438,446.777,0.000,1737549846.735
855,-11.719,-43.945,-13.184,118.652,0.000,1737549846.739
856,-79.590,-62.988,-32.227,-827.637,0.000,1737549846.742
857,-74.219,-27.344,-40.039,-945.312,0.000,1737549846.746
858,-27.832,-1.953,-11.719,-243.652,0.000,1737549846.750
859,-0.488,-1.465,-7.324,378.906,0.000,1737549846.754
860,-0.488,-8.789,-8.789,82.031,0.000,1737549846.758
861,-42.480,-18.066,-1.465,-771.484,0.000,1737549846.761
862,-80.078,-16.602,-10.742,-1000.000,0.000,1737549846.765
863,-56.152,-23.926,-25.879,-571.289,0.000,1737549846.769
864,18.555,-21.484,-41.504,141.113,0.000,1737549846.774
865,21.484,-4.395,-38.086,316.406,0.000,1737549846.778
866,-30.762,-27.344,-20.996,-487.305,0.000,1737549846.782
867,-64.453,-36.621,-24.414,-1000.000,0.000,1737549846.786
868,-40.039,-5.859,-31.250,-626.953,0.000,1737549846.789
869,42.480,0.488,-9.766,267.578,0.000,1737549846.793
870,65.430,-9.277,-4.395,482.910,0.000,1737549846.797
871,-31.250,-16.113,-26.367,-462.402,0.000,1737549846.801
872,-77.637,-15.137,-24.902,-1000.000,0.000,1737549846.805
873,-58.594,-12.207,-16.602,-479.492,0.000,1737549846.808
874,-12.207,-15.137,-28.320,281.250,0.000,1737549846.812
875,28.809,-20.996,-26.367,455.078,0.000,1737549846.816
876,-17.090,-27.344,-19.531,-279.785,0.000,1737549846.821
877,-71.777,-18.555,-28.809,-1000.000,0.000,1737549846.825
878,-71.777,-12.695,-28.320,-586.426,0.000,1737549846.829
879,29.785,-11.719,-16.113,368.652,0.000,1737549846.832
880,99.609,-11.230,-6.348,771.973,0.000,1737549846.836
881,7.812,-17.578,-3.418,120.605,0.000,1737549846.840
882,-94.727,-17.578,-10.742,-906.250,0.000,1737549846.844
883,-82.520,-13.184,-22.949,-701.172,0.000,1737549846.848
884,-14.160,-15.137,-17.578,191.895,0.000,1737549846.852
885,7.812,-25.879,-3.906,625.000,0.000,1737549846.855
886,3.418,-19.531,-14.160,80.078,0.000,1737549846.859
887,-35.156,-9.766,-24.414,-896.484,0.000,1737549846.863
888,-55.664,3.418,-20.996,-749.023,0.000,1737549846.868
889,7.812,1.953,-11.230,220.215,0.000,1737549846.872
890,67.383,-5.371,-6.348,733.398,0.000,1737549846.875
891,31.738,-16.113,-9.766,251.953,0.000,1737549846.879
892,-59.570,-27.832,-12.207,-788.574,0.000,1737549846.883
893,-79.102,-30.273,-11.230,-727.051,0.000,1737549846.887
894,0.488,-27.344,-4.395,328.613,0.000,1737549846.891
895,56.641,-8.789,-10.742,900.879,0.000,1737549846.895
896,12.207,-8.789,-21.484,519.043,0.000,1737549846.898
897,-66.895,-22.949,-23.926,-523.926,0.000,1737549846.902
898,-83.496,-18.066,-28.809,-644.043,0.000,1737549846.906
899,-32.715,-17.578,-27.832,356.934,0.000,1737549846.910
900,48.828,-20.508,-29.297,989.746,0.000,1737549846.915
901,18.555,-26.855,-22.461,824.219,0.000,1737549846.918
902,-69.336,-31.738,-5.859,-5.371,0.000,1737549846.922
903,-76.660,-14.648,-8.789,-270.508,0.000,1737549846.926
904,-27.832,-6.836,-11.719,513.184,0.000,1737549846.930
905,36.133,-17.090,-30.762,999.512,0.000,1737549846.934
906,35.645,-33.691,-37.598,843.262,0.000,1737549846.937
907,-42.969,-40.039,-20.996,-104.492,0.000,1737549846.941
908,-84.961,-32.715,-26.367,-674.316,0.000,1737549846.945
909,-27.832,-20.996,-18.555,62.988,0.000,1737549846.949
910,38.574,-13.672,-9.277,859.863,0.000,1737549846.953
911,6.836,-5.859,-18.555,806.641,0.000,1737549846.957
912,-49.805,3.418,-24.902,-183.594,0.000,1737549846.961
913,-81.543,-3.418,-19.043,-831.543,0.000,1737549846.965
914,-70.312,-12.695,-23.438,-158.691,0.000,1737549846.969
915,-18.066,-20.996,-37.109,730.469,0.000,1737549846.973
916,42.480,-19.043,-28.809,903.809,0.000,1737549846.977
917,6.836,-24.902,-10.254,121.094,0.000,1737549846.980
918,-81.543,-41.992,-15.137,-636.230,0.000,1737549846.984
919,-56.152,-31.250,-41.992,-134.766,0.000,1737549846.988
920,16.113,-12.695,-29.297,704.590,0.000,1737549846.992
921,44.434,-7.812,-3.906,977.051,0.000,1737549846.996
922,-9.766,-5.859,-17.578,271.973,0.000,1737549847.000
923,-90.820,-6.348,-29.297,-698.730,0.000,1737549847.003
924,-74.707,-12.207,-19.043,-225.586,0.000,1737549847.008
925,18.066,-23.926,-19.043,763.672,0.000,1737549847.012
926,79.590,-23.438,-13.672,999.512,0.000,1737549847.016
927,13.672,-13.672,8.789,392.090,0.000,1737549847.020
928,-101.074,-8.789,0.000,-585.938,0.000,1737549847.023
929,-83.008,-10.742,-18.555,-304.688,0.000,1737549847.027
930,8.301,-23.438,-11.230,628.418,0.000,1737549847.031
931,27.832,-10.254,-16.602,931.152,0.000,1737549847.035
932,-13.672,-1.465,-22.461,286.621,0.000,1737549847.039
933,-58.594,-22.461,-23.438,-754.883,0.000,1737549847.042
934,-44.922,-26.855,-30.273,-534.668,0.000,1737549847.046
935,-1.953,-12.695,-16.602,440.918,0.000,1737549847.050
936,31.738,0.977,-0.977,854.492,0.000,1737549847.055
937,-0.977,0.000,-4.883,426.758,0.000,1737549847.059
938,-76.172,-11.230,-9.766,-530.762,0.000,1737549847.063
939,-82.031,-17.090,-13.672,-540.527,0.000,1737549847.067
940,-25.391,-22.949,-20.020,174.316,0.000,1737549847.070
941,37.598,-25.879,-31.250,660.645,0.000,1737549847.074
942,49.316,-22.461,-27.832,473.633,0.000,1737549847.078
943,-51.270,-16.113,-19.531,-606.445,0.000,1737549847.082
944,-99.609,-13.672,-14.648,-886.230,0.000,1737549847.086
945,0.488,-14.648,-1.953,37.109,0.000,1737549847.090
946,61.523,-3.418,1.953,747.070,0.000,1737549847.093
947,30.762,12.695,0.488,593.750,0.000,1737549847.097
948,-56.641,4.883,-23.438,-450.684,0.000,1737549847.102
949,-92.285,-16.113,-27.344,-942.383,0.000,1737549847.106
950,-32.715,-23.926,-12.207,-58.105,0.000,1737549847.110
951,45.410,-20.508,-14.160,770.996,0.000,1737549847.114
952,65.430,-21.973,-17.090,669.434,0.000,1737549847.117
953,-17.578,-18.066,-18.555,-206.055,0.000,1737549847.121
954,-68.848,-5.859,-13.184,-741.699,0.000,1737549847.125
955,-33.203,-19.043,8.789,-120.605,0.000,1737549847.129
956,8.789,-17.090,6.836,641.113,0.000,1737549847.133
957,1.465,-11.230,-7.812,663.574,0.000,1737549847.137
958,-77.148,-32.715,-9.277,-242.676,0.000,1737549847.140
959,-104.004,-42.480,-27.344,-1000.000,0.000,1737549847.144
960,-36.621,-32.715,-30.273,-442.383,0.000,1737549847.149
961,18.066,-26.367,-34.180,507.812,0.000,1737549847.153
962,38.574,-26.855,-38.086,710.449,0.000,1737549847.157
963,-0.488,-20.508,-14.648,-1.465,0.000,1737549847.161
964,-79.102,-2.441,-0.977,-756.348,0.000,1737549847.164
965,-33.203,-4.395,2.930,-228.027,0.000,1737549847.168
966,35.645,-15.625,-11.719,668.945,0.000,1737549847.172
967,26.367,-14.648,-23.926,753.418,0.000,1737549847.176
968,-17.578,-11.719,-14.160,18.066,0.000,1737549847.180
969,-78.613,-29.785,-14.160,-907.715,0.000,1737549847.184
970,-71.289,-38.574,-22.461,-628.906,0.000,1737549847.187
971,-16.113,-22.461,-28.809,355.469,0.000,1737549847.191
972,28.320,0.977,-17.090,793.945,0.000,1737549847.196
973,22.461,6.836,-3.906,219.238,0.000,1737549847.200
974,-59.570,-17.090,-15.625,-838.379,0.000,1737549847.204
975,-96.191,-31.738,-18.555,-737.305,0.000,1737549847.207
976,-9.766,-25.391,-13.672,268.066,0.000,1737549847.211
977,54.688,-25.879,-18.555,833.984,0.000,1737549847.215
978,16.602,-20.996,-25.391,318.848,0.000,1737549847.219
979,-75.684,-20.508,-17.090,-785.156,0.000,1737549847.223
980,-111.816,-15.137,-12.695,-754.395,0.000,1737549847.227
981,-7.324,-1.465,-16.113,262.695,0.000,1737549847.230
982,65.430,-14.648,-13.672,879.883,0.000,1737549847.234
983,41.992,-14.648,-6.836,580.566,0.000,1737549847.238
984,-33.691,6.836,5.859,-404.297,0.000,1737549847.243
985,-78.125,1.953,-2.930,-652.832,0.000,1737549847.247
986,-32.715,-2.441,-14.648,168.945,0.000,1737549847.251
987,24.902,3.418,-28.320,750.488,0.000,1737549847.254
988,31.250,-7.324,-24.902,481.934,0.000,1737549847.258
989,-21.973,-15.137,-7.324,-375.000,0.000,1737549847.262
990,-56.152,-13.184,-15.137,-616.699,0.000,1737549847.266
991,-27.344,-25.879,-16.113,146.484,0.000,1737549847.270
992,28.809,-35.645,0.977,848.633,0.000,1737549847.274
993,28.809,-20.508,15.625,751.465,0.000,1737549847.277
994,-56.152,-13.184,4.883,-248.047,0.000,1737549847.281
995,-112.793,-12.207,-10.742,-740.234,0.000,1737549847.285
996,-63.965,-4.395,-10.254,63.965,0.000,1737549847.290
997,57.617,1.465,-12.695,871.094,0.000,1737549847.294
998,83.008,-2.930,-33.203,787.109,0.000,1737549847.297
999,-39.551,-16.602,-50.293,-252.441,0.000,1737549847.301
1000,-100.098,-27.344,-25.879,-928.223,0.000,1737549847.305
1001,-23.438,-20.996,10.742,-106.445,0.000,1737549847.309
1002,44.922,-12.695,17.578,878.418,0.000,1737549847.313
1003,45.898,-4.883,1.953,847.168,0.000,1737549847.317
1004,-26.367,4.395,-11.230,-168.945,0.000,1737549847.320
1005,-105.469,1.465,-11.719,-892.090,0.000,1737549847.324
1006,-66.406,-10.254,-15.625,-222.656,0.000,1737549847.328
1007,24.414,-24.902,-36.133,726.562,0.000,1737549847.332
1008,46.875,-38.086,-50.781,980.957,0.000,1737549847.336
1009,-9.277,-47.363,-46.387,160.156,0.000,1737549847.340
1010,-134.766,-34.668,-15.625,-806.152,0.000,1737549847.344
1011,-115.234,-12.207,6.348,-305.664,0.000,1737549847.348
1012,19.531,6.348,-1.465,671.875,0.000,1737549847.352
1013,48.340,5.859,-12.207,999.512,0.000,1737549847.356
1014,4.395,-8.789,-25.391,334.473,0.000,1737549847.359
1015,-69.824,-15.137,-29.785,-790.527,0.000,1737549847.363
1016,-63.477,-19.531,-18.066,-629.395,0.000,1737549847.367
1017,3.418,-31.738,-29.785,435.547,0.000,1737549847.371
1018,28.320,-32.227,-18.066,988.281,0.000,1737549847.375
1019,-15.137,-26.855,-1.953,375.000,0.000,1737549847.379
1020,-75.195,-24.414,-11.719,-701.660,0.000,1737549847.383
1021,-84.473,-21.484,-14.160,-659.668,0.000,1737549847.387
1022,-10.254,-11.230,-18.066,164.551,0.000,1737549847.391
1023,44.434,-19.043,-10.742,672.363,0.000,1737549847.395
1024,1.465,-21.484,-3.418,239.746,0.000,1737549847.398
1025,-84.961,-19.531,-13.672,-758.301,0.000,1737549847.402
1026,-82.031,-36.133,-25.879,-859.375,0.000,1737549847.406
1027,-7.324,-41.504,-14.160,-34.668,0.000,1737549847.410
1028,38.574,-16.113,0.488,629.395,0.000,1737549847.414
1029,14.160,-14.648,4.395,284.668,0.000,1737549847.418
1030,-60.059,-33.203,-3.906,-724.121,0.000,1737549847.421
1031,-104.980,-19.043,-23.926,-921.387,0.000,1737549847.425
1032,-29.297,-7.812,-40.039,7.324,0.000,1737549847.430
1033,77.148,-22.949,-21.484,914.551,0.000,1737549847.434
1034,38.086,-30.273,-5.371,715.332,0.000,1737549847.438
1035,-69.824,-19.531,-15.137,-437.500,0.000,1737549847.442
1036,-61.523,-20.996,-11.719,-832.031,0.000,1737549847.446
1037,20.508,-15.625,-3.906,160.156,0.000,1737549847.449
1038,62.988,-6.836,-5.371,965.820,0.000,1737549847.453
1039,42.480,-20.996,-15.625,836.914,0.000,1737549847.457
1040,-58.594,-35.156,-18.066,-126.465,0.000,1737549847.461
1041,-110.352,-21.484,-22.461,-772.461,0.000,1737549847.465
1042,-26.367,-0.488,-32.715,-64.941,0.000,1737549847.469
1043,-12.207,-0.488,-13.672,777.832,0.000,1737549847.472
1044,-14.648,-14.160,-0.977,802.246,0.000,1737549847.477
1045,-12.695,-20.508,-11.230,-62.988,0.000,1737549847.481
1046,-97.168,-21.484,-14.160,-780.273,0.000,1737549847.485
1047,-60.059,-35.645,-14.160,-250.977,0.000,1737549847.489
1048,24.414,-35.156,-25.879,618.164,0.000,1737549847.493
1049,58.594,-25.391,-20.020,843.750,0.000,1737549847.496
1050,5.859,-17.578,-13.672,-26.855,0.000,1737549847.500
1051,-82.520,-8.301,-27.832,-1000.000,0.000,1737549847.504
1052,-78.613,-9.766,-29.785,-713.379,0.000,1737549847.508
1053,6.348,-13.672,-9.766,226.074,0.000,1737549847.512
1054,43.457,-16.113,-11.719,634.277,0.000,1737549847.516
1055,-13.184,-15.625,-25.391,-160.156,0.000,1737549847.519
1056,-67.383,-15.137,-29.785,-1000.000,0.000,1737549847.524
1057,-46.387,-33.691,-31.250,-803.223,0.000,1737549847.528
1058,17.578,-42.969,-13.184,-79.590,0.000,1737549847.532
1059,33.691,-21.484,0.977,393.555,0.000,1737549847.536
1060,-37.598,-4.883,-15.625,-256.836,0.000,1737549847.540
1061,-98.145,-4.395,-27.832,-1000.000,0.000,1737549847.543
1062,-58.594,-8.789,-14.648,-708.496,0.000,1737549847.547
1063,20.020,-26.855,-15.625,80.566,0.000,1737549847.551
1064,30.273,-29.785,-39.551,520.996,0.000,1737549847.555
1065,8.301,-12.695,-40.039,131.348,0.000,1737549847.559
1066,-58.105,-13.184,-38.086,-814.453,0.000,1737549847.563
1067,-79.590,-28.809,-31.738,-661.621,0.000,1737549847.566
1068,24.414,-29.785,-16.602,474.121,0.000,1737549847.571
1069,58.594,-17.090,-13.184,999.512,0.000,1737549847.575
1070,7.812,-15.137,-2.930,687.988,0.000,1737549847.579
1071,-63.965,-18.066,2.441,-345.703,0.000,1737549847.583
1072,-85.449,-20.996,-12.207,-531.738,0.000,1737549847.586
1073,5.859,-24.414,-27.832,437.988,0.000,1737549847.590
1074,81.543,-22.949,-37.109,999.512,0.000,1737549847.594
1075,20.508,-20.996,-32.227,706.055,0.000,1737549847.598
1076,-112.793,-30.762,-30.273,-468.262,0.000,1737549847.602
1077,-122.559,-27.344,-23.926,-898.926,0.000,1737549847.606
1078,-5.859,-12.207,-8.789,112.305,0.000,1737549847.609
1079,62.012,-13.672,-9.277,849.121,0.000,1737549847.613
1080,46.387,-11.719,-14.160,526.367,0.000,1737549847.618
1081,-56.641,-20.020,-28.320,-511.719,0.000,1737549847.622
1082,-125.977,-20.996,-33.203,-1000.000,0.000,1737549847.626
1083,-39.551,-13.672,-13.672,-371.094,0.000,1737549847.629
1084,32.227,-18.066,-12.695,419.434,0.000,1737549847.633
1085,-48.340,-23.926,-17.578,248.535,0.000,1737549847.637
1086,-108.887,-23.438,-20.020,-614.258,0.000,1737549847.641
1087,-98.145,-37.598,-22.949,-1000.000,0.000,1737549847.645
1088,-80.078,-42.969,-13.672,-611.328,0.000,1737549847.649
1089,-33.691,-35.156,-7.812,150.391,0.000,1737549847.652
1090,-19.531,-30.273,8.789,376.465,0.000,1737549847.656
1091,-59.082,-31.738,19.043,-359.863,0.000,1737549847.660
1092,-99.609,-42.480,10.742,-1000.000,0.000,1737549847.665
1093,-52.734,-43.457,-7.324,-447.754,0.000,1737549847.669
1094,19.531,-38.086,-13.672,656.250,0.000,1737549847.672
1095,27.344,-41.504,-7.324,965.332,0.000,1737549847.676
1096,-59.570,-46.875,-22.461,75.195,0.000,1737549847.680
1097,-137.695,-36.133,-20.508,-809.082,0.000,1737549847.684
1098,-97.656,-27.344,-5.371,-333.496,0.000,1737549847.688
1099,-25.879,-22.949,-1.953,501.465,0.000,1737549847.692
1100,19.043,-17.578,0.000,829.590,0.000,1737549847.695
1101,-36.133,-36.133,-7.812,130.859,0.000,1737549847.699
1102,-104.004,-44.922,-7.812,-940.430,0.000,1737549847.703
1103,-63.965,-29.297,-4.395,-714.355,0.000,1737549847.707
1104,0.488,-19.531,-21.973,178.711,0.000,1737549847.711
1105,-24.902,-19.531,-25.879,463.867,0.000,1737549847.715
1106,-58.594,-20.020,-6.348,-232.910,0.000,1737549847.719
1107,-36.133,-24.902,9.766,-1000.000,0.000,1737549847.723
1108,-39.551,-34.668,9.277,-863.281,0.000,1737549847.727
1109,6.348,-12.695,-5.371,-165.039,0.000,1737549847.731
1110,62.988,-10.254,-17.578,487.305,0.000,1737549847.735
1111,30.762,-30.273,-24.414,122.559,0.000,1737549847.738
1112,-42.969,-27.344,-15.137,-878.906,0.000,1737549847.742
1113,-56.152,-19.043,-1.465,-870.117,0.000,1737549847.746
1114,-6.348,-32.715,-7.324,-6.836,0.000,1737549847.750
1115,36.133,-39.062,-13.672,625.977,0.000,1737549847.754
1116,-6.836,-22.949,-11.719,308.105,0.000,1737549847.758
1117,-83.984,-18.555,-13.184,-705.078,0.000,1737549847.762
1118,-85.938,-16.602,-16.113,-836.426,0.000,1737549847.766
1119,-22.949,-12.207,-10.254,62.012,0.000,1737549847.770
1120,61.035,-8.789,-14.160,769.043,0.000,1737549847.774
1121,43.945,-15.137,-21.484,668.945,0.000,1737549847.777
1122,-58.105,-26.855,-9.277,-389.160,0.000,1737549847.781
1123,-71.289,-20.996,-6.836,-942.383,0.000,1737549847.785
1124,-9.766,-19.043,-10.742,-166.504,0.000,1737549847.789
1125,21.973,-25.391,-14.648,626.953,0.000,1737549847.793
1126,2.441,-19.531,-18.555,501.465,0.000,1737549847.797
1127,-44.434,-18.555,-13.672,-477.051,0.000,1737549847.800
1128,-99.609,-18.555,-5.371,-961.426,0.000,1737549847.805
1129,-44.922,-15.625,-1.465,-194.336,0.000,1737549847.809
1130,61.523,-8.789,-15.625,618.164,0.000,1737549847.813
1131,56.641,-6.348,-22.949,618.652,0.000,1737549847.817
1132,-27.832,-18.066,-2.930,-283.691,0.000,1737549847.821
1133,-89.844,-18.066,-10.742,-993.652,0.000,1737549847.824
1134,-43.945,-26.855,-14.648,-296.387,0.000,1737549847.828
1135,33.203,-25.391,-4.395,565.918,0.000,1737549847.832
1136,15.625,-11.719,-17.578,513.672,0.000,1737549847.836
1137,-56.641,-12.207,-37.598,-347.656,0.000,1737549847.840
1138,-83.984,-22.949,-30.762,-1000.000,0.000,1737549847.844
1139,-54.199,-29.297,-17.090,-610.840,0.000,1737549847.848
1140,19.043,-14.648,-20.508,282.227,0.000,1737549847.852
1141,47.363,-8.301,-17.578,513.672,0.000,1737549847.856
1142,-15.625,-24.902,-20.996,-251.953,0.000,1737549847.860
1143,-83.496,-29.297,-16.113,-1000.000,0.000,1737549847.864
1144,-83.984,-33.203,-7.324,-732.910,0.000,1737549847.868
1145,-3.906,-39.551,-17.578,248.047,0.000,1737549847.872
1146,57.129,-25.879,-22.461,573.730,0.000,1737549847.875
1147,-7.324,-15.137,-5.859,-265.625,0.000,1737549847.879
1148,-102.539,-18.555,-5.859,-1000.000,0.000,1737549847.883
1149,-89.844,-25.391,-18.555,-810.059,0.000,1737549847.887
1150,-2.441,-20.996,-18.555,28.320,0.000,1737549847.891
1151,43.457,-23.438,-22.949,557.129,0.000,1737549847.895
1152,-9.766,-19.531,-13.184,10.254,0.000,1737549847.899
1153,-89.355,-11.719,-8.301,-888.672,0.000,1737549847.903
1154,-76.172,-24.902,-12.207,-832.520,0.000,1737549847.907
1155,-18.066,-11.719,1.953,39.062,0.000,1737549847.911
1156,24.414,-13.672,1.953,581.543,0.000,1737549847.915
1157,17.578,-29.297,-5.859,120.605,0.000,1737549847.919
1158,-48.828,-23.926,-15.137,-806.641,0.000,1737549847.922
1159,-75.684,-21.973,-33.691,-985.840,0.000,1737549847.926
1160,-34.180,-9.766,-35.156,-405.273,0.000,1737549847.930
1161,21.484,11.230,-26.367,248.047,0.000,1737549847.934
1162,13.184,7.812,-25.391,125.000,0.000,1737549847.938
1163,-83.984,6.836,-41.992,-727.051,0.000,1737549847.942
1164,-89.844,1.465,-50.293,-905.273,0.000,1737549847.946
1165,11.719,-13.672,-43.457,28.320,0.000,1737549847.950
1166,68.848,-4.883,-46.875,765.137,0.000,1737549847.954
1167,24.414,4.883,-47.852,443.848,0.000,1737549847.958
1168,-86.914,7.324,-42.969,-595.703,0.000,1737549847.962
1169,-125.488,4.395,-41.504,-909.180,0.000,1737549847.966
1170,-40.039,-1.465,-44.922,-78.613,0.000,1737549847.969
1171,32.227,-3.906,-35.645,596.680,0.000,1737549847.973
1172,7.812,-10.254,-32.227,401.367,0.000,1737549847.977
1173,-40.039,-12.695,-46.875,-528.320,0.000,1737549847.981
1174,-79.590,-11.230,-53.223,-1000.000,0.000,1737549847.985
1175,-47.363,-2.441,-42.480,-509.277,0.000,1737549847.989
1176,21.973,-3.906,-32.227,372.070,0.000,1737549847.993
1177,19.531,-2.930,-16.602,433.105,0.000,1737549847.997
1178,-66.406,-2.441,-20.508,-439.453,0.000,1737549848.001
1179,-92.285,-7.324,-39.062,-1000.000,0.000,1737549848.005
1180,-38.574,-21.484,-33.691,-751.465,0.000,1737549848.009
1181,32.227,-26.855,-24.902,62.500,0.000,1737549848.012
1182,47.852,-10.254,-29.785,395.508,0.000,1737549848.016
1183,-20.508,-4.883,-28.320,-409.180,0.000,1737549848.020
1184,-77.637,-10.742,-31.738,-1000.000,0.000,1737549848.024
1185,-36.133,-12.207,-37.598,-770.996,0.000,1737549848.028
1186,35.156,0.000,-36.621,4.395,0.000,1737549848.032
1187,61.035,-2.930,-20.020,456.543,0.000,1737549848.035
1188,26.367,-5.371,-20.996,-151.367,0.000,1737549848.040
1189,-33.691,-0.977,-18.555,-974.609,0.000,1737549848.044
1190,-27.832,-7.324,-1.465,-628.418,0.000,1737549848.048
1191,30.762,-6.836,-9.277,328.613,0.000,1737549848.052
1192,70.801,-13.184,-14.648,734.375,0.000,1737549848.055
1193,43.457,-7.812,-17.578,288.086,0.000,1737549848.059
1194,-25.391,-11.230,-17.090,-573.730,0.000,1737549848.063
1195,-45.410,-36.133,-9.277,-632.324,0.000,1737549848.067
1196,15.137,-24.414,-26.855,200.195,0.000,1737549848.071
1197,66.406,7.324,-22.461,877.930,0.000,1737549848.075
1198,28.809,7.812,-6.836,400.879,0.000,1737549848.078
1199,-42.480,-2.930,-13.184,-791.504,0.000,1737549848.082
1200,-64.941,-7.812,-13.184,-854.492,0.000,1737549848.087
1201,4.395,-0.488,-17.090,17.578,0.000,1737549848.091
1202,59.570,-3.418,-22.461,621.094,0.000,1737549848.094
1203,45.898,-26.367,-20.020,450.195,0.000,1737549848.098
1204,-33.203,-21.484,-33.691,-577.637,0.000,1737549848.102
1205,-67.383,-20.996,-32.715,-807.129,0.000,1737549848.106
1206,19.531,-29.785,-18.066,165.039,0.000,1737549848.110
1207,71.289,-20.508,-15.625,774.902,0.000,1737549848.114
1208,10.742,-18.066,-12.695,429.688,0.000,1737549848.118
1209,-87.891,-20.020,-2.441,-668.945,0.000,1737549848.121
1210,-89.355,-16.113,2.930,-884.766,0.000,1737549848.125
1211,-30.762,-14.648,-22.461,69.336,0.000,1737549848.129
1212,35.156,-19.531,-44.922,845.215,0.000,1737549848.133
1213,53.711,-35.645,-23.926,886.230,0.000,1737549848.137
1214,-33.691,-27.344,5.859,21.973,0.000,1737549848.141
1215,-83.008,-13.672,7.812,-523.438,0.000,1737549848.145
1216,-14.648,-21.484,1.465,230.957,0.000,1737549848.149
1217,52.734,-14.648,-1.465,901.855,0.000,1737549848.153
1218,-9.277,2.930,-14.160,960.449,0.000,1737549848.157
1219,-68.848,-17.090,-29.297,-35.156,0.000,1737549848.160
1220,-60.547,-40.039,-41.992,-1000.000,0.000,1737549848.164
1221,-19.531,-28.320,-30.273,-375.977,0.000,1737549848.168
1222,33.203,-17.578,-12.695,676.758,0.000,1737549848.172
1223,45.410,-14.648,-4.395,854.980,0.000,1737549848.176
1224,-19.043,-12.207,0.977,-136.230,0.000,1737549848.181
1225,-103.027,-11.719,-0.977,-1000.000,0.000,1737549848.184
1226,-63.477,-19.531,-5.371,-556.641,0.000,1737549848.188
1227,28.809,-13.184,-20.996,375.488,0.000,1737549848.192
1228,50.293,-26.855,-43.457,554.688,0.000,1737549848.196
1229,-26.855,-34.668,-26.367,-267.578,0.000,1737549848.200
1230,-88.867,-10.254,-13.672,-1000.000,0.000,1737549848.204
1231,-51.270,-5.859,-9.766,-669.434,0.000,1737549848.207
1232,7.812,-6.836,-3.418,233.398,0.000,1737549848.211
1233,43.945,-10.254,-2.441,608.887,0.000,1737549848.215
1234,-10.254,-28.320,-3.906,-47.852,0.000,1737549848.219
