timestamps,TP9,AF7,AF8,TP10,Right AUX
1737557576.914,-0.977,-24.414,-36.133,-39.062,0.000
1737557576.918,15.625,-23.926,-30.762,7.324,0.000
1737557576.922,-27.832,-26.367,-25.879,-11.719,0.000
1737557576.926,-42.969,-27.832,-29.297,-21.484,0.000
1737557576.929,-34.180,-25.879,-22.949,-31.250,0.000
1737557576.933,-7.812,-21.973,-19.043,-17.578,0.000
1737557576.937,3.906,-25.391,-33.691,13.184,0.000
1737557576.941,-45.898,-42.480,-33.203,-25.879,0.000
1737557576.945,-76.172,-46.875,-23.926,-54.199,0.000
1737557576.949,-54.688,-42.969,-28.809,-70.312,0.000
1737557576.953,-2.930,-36.621,-26.367,-47.363,0.000
1737557576.957,10.742,-34.180,-26.855,10.254,0.000
1737557576.961,-51.758,-39.551,-31.250,-3.418,0.000
1737557576.965,-83.008,-39.062,-36.621,-43.457,0.000
1737557576.968,-44.922,-28.320,-52.734,-54.199,0.000
1737557576.972,-0.977,-21.973,-46.875,-19.043,0.000
1737557576.976,11.230,-17.578,-25.391,18.066,0.000
1737557576.980,-43.457,-20.508,-19.531,-7.324,0.000
1737557576.984,-57.129,-28.320,-15.625,-27.344,0.000
1737557576.988,-33.691,-24.414,-22.949,-24.902,0.000
1737557576.992,-15.137,-30.762,-25.879,-24.414,0.000
1737557576.996,14.648,-39.551,-17.090,-8.301,0.000
1737557577.000,-24.414,-31.738,-12.695,0.000,0.000
1737557577.004,-59.570,-29.785,-30.762,-32.715,0.000
1737557577.008,-48.340,-35.645,-42.969,-64.453,0.000
1737557577.011,-20.996,-32.227,-22.461,-46.875,0.000
1737557577.015,11.230,-26.855,-16.602,-4.395,0.000
1737557577.019,-9.766,-31.738,-26.367,-3.906,0.000
1737557577.023,-45.898,-34.180,-27.344,-18.555,0.000
1737557577.027,-45.898,-22.461,-20.020,-20.508,0.000
1737557577.031,-12.207,-22.461,-20.508,-32.227,0.000
1737557577.035,31.738,-28.809,-19.043,0.488,0.000
1737557577.039,20.020,-25.391,-7.324,18.555,0.000
