timestamps,TP9,AF7,AF8,TP10,Right AUX
1737552110.027,-26.855,-9.766,-11.719,-35.645,0.000
1737552110.031,-22.461,-15.625,-13.184,936.523,0.000
1737552110.035,-8.789,-13.672,-13.672,999.512,0.000
1737552110.039,6.836,-12.207,-15.137,38.086,0.000
1737552110.043,-5.859,-18.066,-21.484,-1000.000,0.000
1737552110.047,-39.062,-16.113,-15.625,-474.609,0.000
1737552110.051,-46.387,-11.719,-17.090,817.871,0.000
1737552110.055,-24.414,-17.090,-26.367,999.512,0.000
1737552110.059,1.465,-23.438,-24.902,-154.785,0.000
1737552110.063,-13.672,-24.414,-20.996,-1000.000,0.000
1737552110.067,-39.062,-21.484,-21.484,-826.660,0.000
1737552110.070,-21.973,-20.508,-16.602,294.922,0.000
1737552110.074,-14.648,-20.020,-11.719,999.512,0.000
1737552110.078,-8.301,-20.508,-16.602,213.867,0.000
1737552110.082,-1.953,-22.461,-19.531,-968.262,0.000
1737552110.086,-16.113,-17.578,-16.113,-946.777,0.000
1737552110.090,-23.926,-12.695,-15.137,81.543,0.000
1737552110.094,-9.766,-9.277,-15.137,999.512,0.000
1737552110.098,-10.254,-10.742,-20.508,604.004,0.000
1737552110.102,-30.762,-13.672,-22.461,-809.082,0.000
1737552110.106,-44.434,-19.043,-17.090,-1000.000,0.000
1737552110.109,-20.996,-17.090,-16.602,212.891,0.000
1737552110.113,0.000,-14.648,-24.902,999.512,0.000
1737552110.117,-11.719,-22.949,-21.973,494.629,0.000
1737552110.121,-28.809,-23.926,-15.625,-826.172,0.000
1737552110.125,-29.785,-15.137,-21.484,-1000.000,0.000
1737552110.129,-4.395,-14.160,-18.066,43.457,0.000
1737552110.133,0.000,-17.578,-15.625,999.512,0.000
1737552110.137,-5.371,-17.578,-16.602,791.992,0.000
1737552110.141,-0.977,-23.926,-16.602,-624.512,0.000
1737552110.145,-5.859,-24.414,-24.902,-1000.000,0.000
1737552110.149,-20.508,-25.391,-27.344,-224.609,0.000
1737552110.152,-52.246,-25.879,-19.531,903.809,0.000
1737552110.156,-43.457,-19.531,-17.578,892.090,0.000
1737552110.160,-29.785,-20.020,-28.320,-550.781,0.000
1737552110.164,-60.547,-28.320,-31.250,-1000.000,0.000
1737552110.168,-50.293,-24.414,-18.555,-372.559,0.000
1737552110.172,-31.250,-17.578,-10.254,826.660,0.000
1737552110.176,-40.039,-25.879,-9.766,965.332,0.000
1737552110.180,-31.738,-30.273,-8.789,-447.266,0.000
