timestamps,TP9,AF7,AF8,TP10,Right AUX
1737551864.376,-4.883,-12.207,-9.277,-311.035,0.000
1737551864.380,-37.109,-5.859,-20.508,-521.484,0.000
1737551864.384,-39.551,-9.766,-28.809,-436.035,0.000
1737551864.388,-13.672,-23.438,-19.043,-53.711,0.000
1737551864.392,0.488,-30.273,-17.090,-174.316,0.000
1737551864.396,-3.906,-15.137,-22.461,-353.027,0.000
1737551864.399,-13.672,0.977,-24.902,-553.711,0.000
1737551864.403,-17.578,-8.301,-17.090,-517.090,0.000
1737551864.407,-3.906,-20.020,-15.625,-102.539,0.000
1737551864.411,-22.949,-12.695,-22.949,-119.141,0.000
1737551864.415,-37.598,-14.648,-20.020,-332.520,0.000
1737551864.419,-31.250,-30.762,-19.043,-533.203,0.000
1737551864.423,-23.438,-22.461,-20.508,-494.629,0.000
1737551864.427,-20.020,-7.324,-25.879,-63.477,0.000
1737551864.431,-20.508,-7.324,-23.438,-104.980,0.000
1737551864.435,-20.020,-12.207,-14.160,-379.395,0.000
1737551864.438,-35.645,-14.160,-3.906,-520.020,0.000
1737551864.442,-29.785,-9.766,-4.883,-519.043,0.000
1737551864.446,-8.789,-15.625,-18.555,-163.086,0.000
1737551864.450,-10.254,-34.180,-15.137,-106.934,0.000
1737551864.454,-18.066,-28.809,-15.625,-300.293,0.000
1737551864.458,-31.250,-19.043,-25.391,-508.301,0.000
1737551864.462,-33.691,-20.508,-23.926,-587.402,0.000
1737551864.466,-15.137,-16.113,-20.020,-197.266,0.000
1737551864.470,-13.184,-6.836,-28.809,-109.375,0.000
1737551864.474,-19.043,-15.625,-30.762,-353.516,0.000
1737551864.478,-12.207,-21.484,-19.043,-479.980,0.000
1737551864.481,-41.504,-24.902,-22.461,-605.957,0.000
1737551864.485,-41.504,-16.602,-36.133,-283.691,0.000
1737551864.489,-24.414,-8.789,-27.344,-51.270,0.000
1737551864.493,-28.809,-6.348,-19.043,-257.812,0.000
