timestamps,TP9,AF7,AF8,TP10,Right AUX
1737564213.873,-85.938,-52.246,-17.578,-99.121,0.000
1737564213.876,-5.371,-55.664,10.742,-73.730,0.000
1737564213.880,42.969,-54.688,29.785,-4.883,0.000
1737564213.884,-35.645,28.320,6.348,29.785,0.000
1737564213.888,-70.312,50.293,-27.832,-10.254,0.000
1737564213.892,-17.578,22.949,-44.922,-59.570,0.000
1737564213.896,-10.254,17.090,-29.785,19.043,0.000
1737564213.900,59.570,34.668,0.977,74.219,0.000
1737564213.904,14.160,-1.465,-20.020,-24.414,0.000
1737564213.908,-19.531,-35.645,-18.555,-25.879,0.000
1737564213.912,-4.395,8.301,15.137,17.090,0.000
1737564213.916,-20.508,-4.395,5.859,0.000,0.000
1737564213.919,-73.730,-41.504,-0.488,-62.012,0.000
1737564213.923,-67.383,-49.805,4.883,-49.805,0.000
1737564213.927,44.434,22.461,4.883,30.273,0.000
1737564213.931,88.867,77.637,15.625,24.414,0.000
1737564213.935,-32.715,-12.695,-28.320,-25.879,0.000
1737564213.939,-112.305,-35.156,-55.176,-37.109,0.000
1737564213.943,-27.344,-5.371,-55.176,-67.383,0.000
1737564213.947,79.102,-33.691,-22.461,-10.254,0.000
1737564213.951,60.059,-6.836,28.809,30.762,0.000
1737564213.955,-58.594,20.996,6.348,2.930,0.000
1737564213.958,25.879,18.066,-20.996,46.387,0.000
1737564213.962,93.750,40.527,29.297,74.219,0.000
1737564213.966,0.000,12.207,14.648,-24.902,0.000
1737564213.970,0.000,-16.602,-14.648,-104.980,0.000
1737564213.974,0.000,11.230,2.930,-64.453,0.000
1737564213.978,0.000,-4.395,0.977,-4.883,0.000
1737564213.982,0.000,-6.836,-8.301,18.555,0.000
1737564213.986,0.000,17.090,7.812,15.137,0.000
1737564213.990,0.000,6.348,3.418,-37.598,0.000
1737564213.994,0.000,-26.367,0.000,-111.816,0.000
1737564213.998,0.000,-9.766,-11.230,-170.898,0.000
1737564214.001,0.000,30.762,-41.992,-52.246,0.000
1737564214.005,0.000,47.852,-5.371,96.680,0.000
1737564214.009,0.000,7.324,20.996,70.801,0.000
1737564214.013,94.727,-6.348,-25.879,-10.254,0.000
1737564214.017,21.484,14.160,-9.766,8.301,0.000
1737564214.021,-7.324,8.789,33.691,-38.574,0.000
1737564214.025,-26.855,-18.066,23.926,-105.469,0.000
1737564214.029,1.953,-20.508,-20.020,2.930,0.000
1737564214.033,-16.113,13.672,-3.906,-11.230,0.000
1737564214.037,-32.227,18.066,38.086,2.930,0.000
1737564214.041,47.363,1.465,33.203,73.242,0.000
1737564214.044,85.938,-8.789,34.668,80.566,0.000
1737564214.048,65.918,19.043,32.715,87.891,0.000
1737564214.052,68.359,36.621,5.859,22.461,0.000
1737564214.056,6.348,37.109,-30.762,-20.508,0.000
1737564214.060,0.000,60.059,0.000,123.535,0.000
1737564214.064,0.000,50.293,0.000,176.758,0.000
1737564214.068,0.000,21.484,0.000,61.523,0.000
1737564214.072,0.000,12.207,0.000,-6.348,0.000
1737564214.076,0.000,14.648,0.000,-20.508,0.000
1737564214.080,0.000,31.738,0.000,-33.203,0.000
1737564214.083,0.000,36.133,0.000,5.371,0.000
1737564214.087,0.000,23.438,0.000,51.270,0.000
1737564214.091,0.000,25.391,0.000,50.781,0.000
1737564214.095,0.000,17.578,0.000,50.293,0.000
1737564214.099,0.000,14.160,0.000,81.055,0.000
1737564214.103,0.000,35.645,0.000,55.664,0.000
1737564214.107,66.406,26.367,29.297,28.809,0.000
1737564214.111,173.828,16.602,10.742,13.184,0.000
1737564214.115,35.156,12.695,-6.836,-20.996,0.000
1737564214.119,-10.254,18.555,-19.531,58.594,0.000
1737564214.123,7.324,32.227,7.812,47.363,0.000
1737564214.126,28.320,2.930,15.625,-25.879,0.000
1737564214.130,51.270,1.465,27.832,28.809,0.000
1737564214.134,57.129,20.508,40.039,-34.668,0.000
1737564214.138,125.488,24.902,15.625,-77.637,0.000
1737564214.142,82.031,23.926,10.254,5.371,0.000
1737564214.146,-17.578,-16.113,9.277,45.410,0.000
1737564214.150,7.324,-31.250,9.766,9.277,0.000
1737564214.154,-16.602,16.602,-7.324,-21.484,0.000
1737564214.158,-42.969,23.438,-46.387,-45.410,0.000
1737564214.162,20.996,24.414,-14.160,-36.621,0.000
1737564214.166,33.691,32.715,4.883,-17.578,0.000
1737564214.169,29.785,8.789,-0.977,8.789,0.000
1737564214.173,-35.156,-15.137,49.316,64.453,0.000
1737564214.177,-55.664,7.324,65.430,55.176,0.000
1737564214.181,-22.949,25.391,7.812,-7.324,0.000
1737564214.185,-27.832,36.133,-23.926,-31.250,0.000
1737564214.189,-22.949,24.414,-14.160,3.418,0.000
1737564214.193,-41.016,2.441,-1.465,-44.922,0.000
1737564214.197,23.926,5.859,-4.395,-173.828,0.000
1737564214.201,-111.816,12.695,3.418,-16.602,0.000
1737564214.205,-17.090,33.691,6.836,47.363,0.000
1737564214.208,23.438,41.016,19.043,-73.730,0.000
1737564214.212,94.727,47.852,33.691,65.918,0.000
1737564214.216,61.035,32.227,30.273,94.238,0.000
1737564214.220,-153.320,-3.906,-2.930,-133.301,0.000
1737564214.224,-107.910,-28.320,-9.766,-159.180,0.000
1737564214.228,-34.180,-15.137,-16.113,-247.559,0.000
1737564214.232,-26.855,25.391,-26.367,-36.621,0.000
1737564214.236,-5.859,18.066,-6.348,-38.574,0.000
1737564214.240,33.691,-6.348,16.113,29.297,0.000
1737564214.244,40.527,18.555,42.969,182.617,0.000
1737564214.248,105.957,51.758,57.129,133.789,0.000
1737564214.251,107.910,21.484,34.668,99.121,0.000
1737564214.255,-20.020,-9.766,20.020,11.230,0.000
1737564214.259,34.668,11.719,22.461,58.105,0.000
1737564214.263,33.691,15.625,-12.207,6.836,0.000
1737564214.267,-29.785,23.926,-36.133,-27.832,0.000
1737564214.271,30.762,36.133,-4.883,41.016,0.000
1737564214.275,57.129,24.902,72.754,84.473,0.000
1737564214.279,33.203,10.254,60.547,13.184,0.000
1737564214.283,-5.371,0.977,5.371,-2.441,0.000
1737564214.287,4.883,-32.715,28.320,24.414,0.000
1737564214.290,2.930,-4.395,41.016,-2.930,0.000
1737564214.294,-15.625,36.133,13.184,-15.625,0.000
1737564214.298,27.832,44.434,9.766,5.859,0.000
1737564214.302,-3.418,14.160,-6.348,-70.801,0.000
1737564214.306,-88.867,-5.859,13.672,1.953,0.000
1737564214.310,-39.062,10.254,33.203,17.578,0.000
1737564214.314,73.242,43.457,37.109,58.105,0.000
1737564214.318,63.965,39.551,26.855,38.086,0.000
