timestamps,TP9,AF7,AF8,TP10,Right AUX
1737556562.326,0.000,-20.996,-23.926,-7.324,0.000
1737556562.330,0.000,-27.832,-36.621,-48.340,0.000
1737556562.334,0.000,-27.832,-35.156,-47.852,0.000
1737556562.338,0.000,-10.254,-36.133,-30.762,0.000
1737556562.342,0.000,-9.277,-43.457,-7.324,0.000
1737556562.346,0.000,-10.742,-39.551,-4.883,0.000
1737556562.350,0.000,-12.695,-54.688,-28.809,0.000
1737556562.353,0.000,-21.973,-71.777,-23.926,0.000
1737556562.357,0.000,-22.461,-58.594,-9.766,0.000
1737556562.361,0.000,-30.273,-46.875,-27.832,0.000
1737556562.365,0.000,-32.715,-29.297,-39.062,0.000
1737556562.369,0.000,-25.391,-22.461,-47.363,0.000
1737556562.373,-79.590,-23.438,-24.902,-60.547,0.000
1737556562.377,-66.895,-23.438,-28.809,-60.059,0.000
1737556562.381,-52.246,-16.602,-38.574,-32.227,0.000
1737556562.385,-69.336,-19.531,-59.082,-14.648,0.000
1737556562.389,-85.938,-28.320,-66.406,-31.250,0.000
1737556562.393,-89.355,-23.926,-58.594,-36.621,0.000
1737556562.396,-68.359,-14.160,-74.219,-30.273,0.000
1737556562.400,-37.109,-8.301,-50.781,-8.301,0.000
1737556562.404,-56.641,-22.461,-9.766,-12.695,0.000
1737556562.408,-85.449,-29.785,-17.090,-32.715,0.000
1737556562.412,-75.684,-26.367,-26.367,-40.527,0.000
1737556562.416,-57.617,-21.973,-32.715,-45.410,0.000
1737556562.420,0.000,-16.113,0.000,0.000,0.000
1737556562.424,0.000,-15.137,0.000,0.000,0.000
1737556562.428,0.000,-18.555,0.000,0.000,0.000
1737556562.432,0.000,-20.508,0.000,0.000,0.000
1737556562.436,0.000,-17.578,0.000,0.000,0.000
1737556562.439,0.000,-18.066,0.000,0.000,0.000
1737556562.443,0.000,-21.973,0.000,0.000,0.000
1737556562.447,0.000,-24.902,0.000,0.000,0.000
1737556562.451,0.000,-18.555,0.000,0.000,0.000
1737556562.455,0.000,-21.973,0.000,0.000,0.000
1737556562.459,0.000,-19.531,0.000,0.000,0.000
1737556562.463,0.000,-12.695,0.000,0.000,0.000
1737556562.467,-58.594,-19.043,-39.062,-8.789,0.000
1737556562.471,-54.688,-23.438,-17.090,-31.738,0.000
1737556562.475,-48.340,-23.926,-15.137,-27.344,0.000
1737556562.479,-53.711,-27.832,-28.320,-21.484,0.000
1737556562.482,-40.527,-24.902,-21.973,1.465,0.000
1737556562.486,-51.758,-15.625,-43.457,16.113,0.000
1737556562.490,-71.289,-14.160,-69.336,-1.953,0.000
1737556562.494,-61.035,-22.461,-40.527,-22.949,0.000
1737556562.498,-58.594,-25.391,-18.555,-23.438,0.000
1737556562.502,-54.688,-27.832,-19.043,-15.625,0.000
1737556562.506,-55.664,-21.973,-11.719,-6.348,0.000
1737556562.510,-81.055,-24.414,-15.625,-4.395,0.000
1737556562.514,-83.984,-27.832,-28.320,-20.996,0.000
1737556562.518,-69.336,-22.461,-24.414,-41.504,0.000
1737556562.521,-43.457,-12.207,-16.602,-15.625,0.000
1737556562.525,-49.805,-12.695,-22.949,0.977,0.000
1737556562.529,-75.684,-28.320,-31.738,-22.949,0.000
1737556562.533,-67.871,-22.461,-43.945,-24.414,0.000
1737556562.537,-42.480,-10.742,-62.500,-7.812,0.000
1737556562.541,-32.227,-21.973,-48.340,3.906,0.000
1737556562.545,-49.805,-30.273,-19.531,1.465,0.000
1737556562.549,-89.844,-32.227,-19.531,-36.621,0.000
1737556562.553,-103.516,-33.691,-25.391,-63.477,0.000
1737556562.557,-83.984,-26.855,-26.367,-48.340,0.000
1737556562.561,-54.199,-21.973,-31.738,-25.391,0.000
1737556562.564,-50.293,-17.090,-33.203,-11.719,0.000
1737556562.568,-66.895,-17.090,-37.109,-19.043,0.000
1737556562.572,-68.359,-25.879,-42.480,-42.969,0.000
1737556562.576,-45.898,-21.484,-48.340,-33.691,0.000
1737556562.580,-22.461,-14.160,-55.176,-12.207,0.000
1737556562.584,-31.738,-14.160,-51.758,8.301,0.000
1737556562.588,-57.129,-21.973,-39.062,0.000,0.000
1737556562.592,-74.707,-35.156,-26.855,-43.457,0.000
1737556562.596,-63.965,-41.504,-30.273,-58.594,0.000
1737556562.600,-47.363,-37.109,-28.809,-31.738,0.000
1737556562.603,-40.527,-27.344,-22.461,-16.602,0.000
1737556562.607,-60.059,-27.344,-27.832,-27.832,0.000
1737556562.611,-62.988,-28.809,-41.504,-35.645,0.000
1737556562.615,-41.992,-24.902,-43.945,-33.203,0.000
1737556562.619,-42.480,-28.809,-44.434,-29.785,0.000
1737556562.623,-20.020,-25.879,-50.293,-19.043,0.000
1737556562.627,-38.574,-31.250,-51.758,-13.184,0.000
1737556562.631,-70.312,-42.480,-52.734,-33.203,0.000
1737556562.635,-59.570,-32.715,-41.992,-43.457,0.000
1737556562.639,-50.781,-19.043,-28.320,-34.668,0.000
1737556562.643,-30.762,-16.602,-14.648,-14.160,0.000
1737556562.646,-42.969,-19.043,-16.113,-21.973,0.000
1737556562.650,-80.078,-28.320,-41.504,-63.965,0.000
1737556562.654,-83.984,-33.203,-39.551,-60.547,0.000
1737556562.658,-41.504,-25.391,-29.785,-24.414,0.000
1737556562.662,-18.555,-18.066,-36.133,-14.160,0.000
1737556562.666,-22.461,-20.020,-35.645,-19.531,0.000
1737556562.670,-39.551,-29.297,-32.227,-14.648,0.000
1737556562.674,-54.688,-29.785,-38.086,-27.832,0.000
1737556562.678,-58.105,-28.320,-36.621,-39.062,0.000
1737556562.682,-64.453,-26.367,-33.203,-15.625,0.000
1737556562.686,-56.152,-19.531,-22.949,-1.953,0.000
1737556562.689,-58.594,-22.949,-17.090,-18.555,0.000
1737556562.693,-69.824,-30.762,-27.832,-33.203,0.000
1737556562.697,-41.992,-25.879,-31.738,-16.113,0.000
1737556562.701,-13.184,-18.066,-21.484,12.207,0.000
1737556562.705,-17.578,-20.020,-25.391,12.207,0.000
1737556562.709,-47.363,-27.344,-40.039,-20.020,0.000
1737556562.713,-67.383,-26.855,-44.434,-36.621,0.000
1737556562.717,-50.781,-20.508,-34.668,-17.578,0.000
1737556562.721,-29.785,-15.625,-19.531,3.906,0.000
1737556562.725,-43.457,-23.926,-41.504,-8.301,0.000
1737556562.729,-69.824,-25.391,-60.059,-25.879,0.000
1737556562.732,-59.570,-21.484,-44.434,-29.297,0.000
1737556562.736,-44.922,-27.344,-31.250,-29.297,0.000
1737556562.740,-45.898,-24.902,-19.531,-14.160,0.000
1737556562.744,-42.969,-26.855,-19.043,-5.859,0.000
1737556562.748,-66.406,-29.785,-27.344,-26.855,0.000
1737556562.752,-74.707,-26.855,-32.715,-41.016,0.000
1737556562.756,-42.480,-20.020,-36.133,-24.902,0.000
1737556562.760,-33.203,-21.973,-39.062,-8.789,0.000
1737556562.764,-45.410,-23.926,-29.785,15.625,0.000
1737556562.768,-45.898,-20.996,-5.371,16.602,0.000
1737556562.771,-46.875,-27.344,-2.441,-19.531,0.000
1737556562.775,-55.664,-33.203,-16.602,-36.133,0.000
1737556562.779,-47.363,-37.109,-25.879,-21.973,0.000
1737556562.783,-31.738,-33.203,-12.695,8.789,0.000
1737556562.787,-53.223,-26.367,-8.301,9.766,0.000
1737556562.791,-88.379,-29.785,-35.645,-24.414,0.000
1737556562.795,-83.008,-27.832,-44.434,-35.156,0.000
1737556562.799,-57.617,-24.902,-33.203,-26.855,0.000
1737556562.803,-33.691,-28.320,-23.926,-3.906,0.000
1737556562.807,-45.898,-30.762,-22.949,2.441,0.000
1737556562.811,-67.383,-33.203,-30.273,-19.531,0.000
1737556562.814,-56.152,-37.598,-33.691,-27.344,0.000
1737556562.818,-55.176,-39.062,-48.828,-17.578,0.000
1737556562.822,-47.852,-32.227,-55.176,16.113,0.000
1737556562.826,-47.852,-27.344,-26.855,12.695,0.000
1737556562.830,-69.336,-30.273,-18.555,-33.691,0.000
1737556562.834,-85.449,-31.250,-35.645,-35.156,0.000
1737556562.838,-76.172,-30.762,-40.039,-20.020,0.000
1737556562.842,-57.129,-32.715,-32.227,-14.160,0.000
1737556562.846,-64.941,-32.715,-35.645,-9.766,0.000
1737556562.850,-72.266,-31.738,-40.039,-25.391,0.000
1737556562.854,-71.777,-30.762,-41.504,-39.062,0.000
1737556562.857,-46.875,-29.297,-40.039,-24.414,0.000
1737556562.861,-23.926,-27.344,-31.738,-5.859,0.000
1737556562.865,-42.480,-24.414,-38.086,-0.977,0.000
1737556562.869,-51.758,-25.391,-39.551,-14.648,0.000
1737556562.873,-71.777,-26.855,-26.367,-36.133,0.000
1737556562.877,-60.059,-18.555,-23.438,-19.043,0.000
1737556562.881,-27.832,-14.160,-30.762,11.719,0.000
1737556562.885,-42.480,-14.160,-24.414,12.207,0.000
1737556562.889,0.000,-18.066,-22.461,-14.160,0.000
1737556562.893,0.000,-26.367,-28.320,-49.316,0.000
1737556562.896,0.000,-31.250,-30.273,-44.434,0.000
1737556562.900,0.000,-30.762,-30.762,-19.043,0.000
1737556562.904,0.000,-20.020,-21.484,0.488,0.000
1737556562.908,0.000,-17.090,-32.227,-2.441,0.000
1737556562.912,0.000,-16.113,-48.828,-31.738,0.000
1737556562.916,0.000,-19.531,-34.668,-42.969,0.000
1737556562.920,0.000,-27.832,-30.273,-20.020,0.000
1737556562.924,0.000,-30.273,-29.297,-6.348,0.000
1737556562.928,0.000,-19.531,-18.555,-20.508,0.000
1737556562.932,0.000,-11.719,-24.902,-43.945,0.000
1737556562.936,-54.688,-14.648,0.000,-46.875,0.000
1737556562.939,-47.363,-18.066,0.000,-32.227,0.000
1737556562.943,-29.297,-17.090,0.000,-10.254,0.000
1737556562.947,-56.152,-18.555,0.000,-13.184,0.000
1737556562.951,-68.848,-20.020,0.000,-33.691,0.000
1737556562.955,-47.852,-20.996,0.000,-50.293,0.000
1737556562.959,-35.156,-22.461,0.000,-45.898,0.000
1737556562.963,-33.691,-28.320,0.000,-18.066,0.000
1737556562.967,-54.199,-28.320,0.000,-14.648,0.000
1737556562.971,-63.965,-23.438,0.000,-33.203,0.000
1737556562.975,-55.664,-29.297,0.000,-43.457,0.000
1737556562.978,-40.039,-30.273,0.000,-41.016,0.000
1737556562.982,-38.574,-27.344,-34.668,-30.762,0.000
1737556562.986,-52.246,-19.531,-49.805,-23.438,0.000
