timestamps,TP9,AF7,AF8,TP10,Right AUX
1737553220.659,-22.461,-8.789,-17.578,-173.828,0.000
1737553220.663,-40.039,-11.230,-16.113,-1000.000,0.000
1737553220.667,-11.230,-11.230,-13.184,-116.699,0.000
1737553220.671,4.883,-14.648,-15.625,918.457,0.000
1737553220.675,-3.418,-16.602,-16.113,999.512,0.000
1737553220.679,-7.324,-20.996,-17.090,51.758,0.000
1737553220.683,-21.484,-24.902,-27.344,-1000.000,0.000
1737553220.687,-24.902,-20.996,-22.461,-395.508,0.000
1737553220.690,2.930,-13.672,-13.672,820.312,0.000
1737553220.694,10.742,-2.930,-17.090,999.512,0.000
1737553220.698,-4.395,1.953,-15.137,134.277,0.000
1737553220.702,-22.949,-9.277,-12.207,-1000.000,0.000
1737553220.706,-10.742,-15.137,-9.277,-408.691,0.000
1737553220.710,17.090,-10.254,-13.184,800.293,0.000
1737553220.714,9.277,-2.930,-14.648,999.512,0.000
1737553220.718,-11.719,-8.789,-12.695,502.441,0.000
1737553220.722,-37.109,-14.160,-21.973,-884.766,0.000
1737553220.726,-32.227,-7.812,-17.578,-528.320,0.000
1737553220.730,-3.418,-6.836,-5.859,812.500,0.000
1737553220.733,4.395,-1.465,5.371,999.512,0.000
1737553220.737,-11.230,1.465,0.977,554.199,0.000
1737553220.741,-34.180,-14.160,-4.395,-853.516,0.000
1737553220.745,-18.066,-16.113,-1.465,-665.039,0.000
1737553220.749,11.719,-12.207,-4.395,731.934,0.000
1737553220.753,7.812,-23.926,-9.277,999.512,0.000
1737553220.757,3.418,-19.531,-14.648,635.254,0.000
1737553220.761,-23.438,-12.695,-23.438,-807.129,0.000
1737553220.765,-40.527,-11.719,-22.949,-788.574,0.000
1737553220.769,-5.371,2.930,-8.301,673.340,0.000
1737553220.772,0.977,7.812,2.441,999.512,0.000
1737553220.776,-15.137,2.441,-0.977,701.172,0.000
1737553220.780,-21.973,-4.883,-8.789,-657.715,0.000
1737553220.784,-15.137,-12.695,-13.672,-1000.000,0.000
1737553220.788,3.906,-13.184,-9.277,57.617,0.000
1737553220.792,14.160,-12.695,-8.301,999.512,0.000
1737553220.796,-2.930,-17.578,-7.812,858.398,0.000
1737553220.800,-28.320,-21.973,-14.160,-600.098,0.000
1737553220.804,-34.180,-18.066,-24.414,-1000.000,0.000
1737553220.808,-15.625,-9.277,-13.184,234.863,0.000
1737553220.812,2.930,-1.465,-3.906,999.512,0.000
1737553220.815,2.441,0.977,-6.836,898.926,0.000
1737553220.819,-19.043,-6.348,-6.836,-390.137,0.000
1737553220.823,-12.207,-9.277,-2.930,-1000.000,0.000
1737553220.827,19.043,0.000,2.930,86.914,0.000
1737553220.831,19.043,4.395,2.930,993.164,0.000
1737553220.835,8.789,-12.207,-6.836,971.191,0.000
1737553220.839,-7.812,-18.066,-14.160,-189.453,0.000
1737553220.843,-35.156,-10.742,-10.742,-1000.000,0.000
1737553220.847,-17.090,-8.789,-10.742,-0.488,0.000
1737553220.851,11.719,-7.812,-16.602,971.680,0.000
1737553220.855,-8.789,-15.625,-13.184,999.512,0.000
1737553220.858,-31.738,-16.602,-12.207,26.855,0.000
1737553220.862,-34.180,-10.254,-17.090,-1000.000,0.000
1737553220.866,-0.977,-6.348,-16.602,-193.848,0.000
1737553220.870,10.254,-3.418,-16.113,912.598,0.000
1737553220.874,-2.441,-14.648,-15.137,999.512,0.000
1737553220.878,-12.207,-25.391,-10.742,154.785,0.000
1737553220.882,-34.180,-13.672,-2.930,-1000.000,0.000
1737553220.886,-21.973,-3.418,-2.930,-533.691,0.000
1737553220.890,3.906,-11.230,-12.207,749.512,0.000
1737553220.894,8.301,-15.137,-8.789,999.512,0.000
1737553220.897,0.488,-16.602,-1.953,526.855,0.000
1737553220.901,-30.762,-20.996,-8.301,-865.234,0.000
1737553220.905,-25.391,-5.859,-15.137,-718.262,0.000
1737553220.909,11.719,-1.953,-13.672,683.105,0.000
1737553220.913,-0.488,-13.672,-6.836,999.512,0.000
1737553220.917,-21.973,-13.672,-11.230,644.043,0.000
1737553220.921,-36.133,-16.602,-12.695,-757.324,0.000
1737553220.925,-33.203,-26.367,-13.672,-983.887,0.000
1737553220.929,-15.137,-26.367,-17.090,381.348,0.000
1737553220.933,-6.836,-10.254,-9.277,999.512,0.000
1737553220.937,1.465,-4.883,1.465,749.512,0.000
1737553220.940,-14.648,-16.602,-3.906,-703.125,0.000
1737553220.944,-36.133,-9.766,-6.836,-959.473,0.000
1737553220.948,-8.789,0.488,0.000,547.363,0.000
1737553220.952,9.277,-7.812,-5.859,999.512,0.000
1737553220.956,9.766,-12.695,-4.883,853.027,0.000
1737553220.960,-21.973,-11.719,-1.953,-440.430,0.000
1737553220.964,-38.086,-20.020,-4.395,-1000.000,0.000
1737553220.968,-5.371,-20.508,-4.883,290.039,0.000
1737553220.972,6.348,-16.602,-7.812,999.512,0.000
1737553220.976,0.000,-11.719,-11.230,906.250,0.000
1737553220.979,-18.555,-19.043,-9.277,-427.734,0.000
1737553220.983,-27.832,-25.391,-2.930,-1000.000,0.000
1737553220.987,-7.812,-7.812,4.883,347.656,0.000
1737553220.991,8.789,7.324,8.789,999.512,0.000
1737553220.995,-5.859,-5.371,3.906,964.355,0.000
1737553220.999,-31.250,-16.113,-11.719,-79.590,0.000
1737553221.003,-38.086,-13.184,-20.508,-1000.000,0.000
1737553221.007,-14.648,-7.324,-8.301,151.855,0.000
1737553221.011,1.953,-4.395,-5.859,999.512,0.000
1737553221.015,-2.441,-16.602,-19.043,940.918,0.000
1737553221.019,-31.250,-24.414,-27.344,-178.711,0.000
