timestamps,TP9,AF7,AF8,TP10,Right AUX
1737552876.384,-20.508,-34.668,-39.551,970.703,0.000
1737552876.388,-8.789,-32.227,0.977,970.703,0.000
1737552876.392,-25.879,-51.758,1.953,970.703,0.000
1737552876.396,-5.859,-59.570,-10.742,970.703,0.000
1737552876.400,10.254,-23.438,-11.230,970.703,0.000
1737552876.403,-14.648,17.090,15.137,970.703,0.000
1737552876.407,-2.441,24.414,12.695,970.703,0.000
1737552876.411,-1.953,5.859,-14.160,970.703,0.000
1737552876.415,-26.367,-55.176,-9.277,970.703,0.000
1737552876.419,-37.109,-68.359,-7.812,970.703,0.000
1737552876.423,-63.477,7.324,-1.465,970.703,0.000
1737552876.427,-31.738,17.090,12.695,970.703,0.000
1737552876.431,-32.227,-30.273,6.836,970.703,0.000
1737552876.435,-51.758,-55.176,-15.625,970.703,0.000
1737552876.439,-19.043,-56.641,-20.508,970.703,0.000
1737552876.443,-19.043,-14.160,17.578,970.703,0.000
1737552876.446,-23.926,-0.488,12.695,975.098,0.000
1737552876.450,-15.137,1.953,-3.418,961.426,0.000
1737552876.454,-19.043,-7.324,-15.137,931.152,0.000
1737552876.458,-15.625,-53.223,-2.930,999.512,0.000
1737552876.462,-29.297,-49.316,7.812,182.617,0.000
1737552876.466,-89.355,-30.273,-22.461,-1000.000,0.000
1737552876.470,-49.805,11.719,6.348,-350.098,0.000
1737552876.474,7.812,21.973,19.531,909.180,0.000
1737552876.478,-7.812,2.441,-21.484,999.512,0.000
1737552876.482,-13.672,-3.906,-11.230,810.059,0.000
1737552876.486,-17.090,-15.625,3.418,241.699,0.000
1737552876.489,-1.465,-39.062,-27.832,740.234,0.000
1737552876.493,-11.230,-49.805,-53.711,999.512,0.000
1737552876.497,-19.531,-38.086,-30.273,990.723,0.000
1737552876.501,-8.301,-21.484,-7.324,789.551,0.000
1737552876.505,-43.457,-65.430,-36.133,-807.129,0.000
1737552876.509,-48.828,-81.543,-29.785,-689.453,0.000
1737552876.513,11.719,-16.113,32.227,791.992,0.000
1737552876.517,10.742,18.555,10.742,999.512,0.000
1737552876.521,-24.414,15.137,-30.273,664.062,0.000
1737552876.525,-57.129,-5.371,-16.602,-789.551,0.000
1737552876.529,-40.527,-45.898,-16.113,-983.887,0.000
1737552876.532,18.066,-51.270,-18.555,601.562,0.000
1737552876.536,15.137,-30.273,-20.996,999.512,0.000
1737552876.540,1.465,-34.668,-33.691,896.973,0.000
1737552876.544,-18.066,-9.277,-20.508,985.352,0.000
1737552876.548,-22.461,-4.883,23.438,970.703,0.000
1737552876.552,-1.465,-38.086,21.484,970.703,0.000
1737552876.556,0.977,-29.785,-37.598,970.703,0.000
1737552876.560,-14.648,-14.160,-36.621,970.703,0.000
1737552876.564,-9.277,37.109,18.555,970.703,0.000
1737552876.568,13.672,34.180,11.230,970.703,0.000
1737552876.571,-37.109,-17.090,-3.906,970.703,0.000
1737552876.575,-46.875,-20.996,9.277,970.703,0.000
1737552876.579,-41.016,-21.973,-11.230,970.703,0.000
1737552876.583,-49.316,-46.387,-17.578,970.703,0.000
1737552876.587,-18.066,-46.387,6.836,970.703,0.000
1737552876.591,-15.625,5.859,-12.695,970.703,0.000
1737552876.595,-14.648,17.090,-51.758,970.703,0.000
1737552876.599,8.789,-18.555,-32.715,970.703,0.000
1737552876.603,-0.488,-35.645,12.695,970.703,0.000
1737552876.607,-20.996,-26.367,4.395,970.703,0.000
1737552876.611,-20.020,-6.836,-6.348,970.703,0.000
1737552876.614,-1.953,-4.395,-15.137,970.703,0.000
1737552876.618,0.977,-14.648,-7.324,970.703,0.000
1737552876.622,-23.926,-31.738,0.000,970.703,0.000
1737552876.626,-25.879,-11.719,-5.371,970.703,0.000
1737552876.630,-2.930,12.695,0.977,970.703,0.000
1737552876.634,2.441,1.953,-18.066,970.703,0.000
1737552876.638,4.883,-34.180,-17.090,970.703,0.000
1737552876.642,27.344,-56.641,-16.602,970.703,0.000
1737552876.646,-1.953,-16.602,-17.090,970.703,0.000
1737552876.650,-46.875,-12.207,11.230,970.703,0.000
1737552876.654,-60.059,-52.246,-24.902,970.703,0.000
1737552876.657,-81.055,-67.871,-67.383,970.703,0.000
1737552876.661,-80.566,-22.949,-7.812,970.703,0.000
1737552876.665,-62.012,10.742,29.785,970.703,0.000
1737552876.669,-50.293,-7.324,10.254,970.703,0.000
1737552876.673,-23.926,-22.461,-18.555,970.703,0.000
1737552876.677,-23.438,-32.715,-46.875,970.703,0.000
1737552876.681,-53.223,-45.898,-53.223,970.703,0.000
1737552876.685,-22.461,-69.824,-17.578,970.703,0.000
1737552876.689,-37.598,-48.828,-5.859,972.656,0.000
1737552876.693,-59.570,-0.977,-37.598,961.426,0.000
1737552876.696,-23.438,15.137,-12.207,982.422,0.000
1737552876.700,-17.578,-5.859,6.348,959.961,0.000
